pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
ZBN19981213_0043-7-29,ZBN19981213_0043,7,real,Pfizer is considering whether they would make any ad directly mention the name of Viagra .,"Pfizer Company is thinking over whether any other advertisements in which the product 's name , Viagra , is mentioned directly , will be needed .",pfizer be consider whether they would make any ad directly mention the name of viagra .,"pfizer company be think over whether any other advertisement in which the product 's name , viagra , be mention directly , will be need .",0.6428571428571428,10,15-25 10-19 9-20 2-3 1-2 8-8 7-6 14-16 12-14 0-0 3-5 ,{},{},{},{},{},{},{}
XIN20030105.0003-8-4,XIN20030105.0003,8,real,"Notwithstanding the heavy rain , the historic city of Cologne managed to get through without a calamity .",Historically prestigious city Kolong survived the storm .,"notwithstanding the heavy rain , the historic city of cologne manage to get through without a calamity .",historically prestigious city kolong survive the storm .,0.8636363636363636,10,17-7 3-6 1-5 6-0 7-2 ,{},{},{},{},{},{},{}
ZBN19981130_0038-16-6,ZBN19981130_0038,16,real,Obuchi 's public comment on Miyazawa 's desire to resign was that he had read the relevant reports and planned to talk it over with the Finance Minister .,"Koizumi read the reports on Kiichi Migazawa 's resignation , and he was going to talk with him .",obuchi 's public comment on miyazawa 's desire to resign be that he have read the relevant report and plan to talk it over with the finance minister .,"koizumi read the report on kiichi migazawa 's resignation , and he be go to talk with him .",0.6363636363636364,10,28-18 14-1 15-2 20-14 21-15 17-3 9-8 ,{},{},{},{},{},{},{}
artb_507-7-38,artb_507,7,real,Gutierrez said that China 's economic growth is universally admired .,"On his part , Gutierrez said that economic growth in China has earned it the admiration of the whole world .",gutierrez say that china 's economic growth be universally admire .,"on his part , gutierrez say that economic growth in china have earn it the admiration of the whole world .",0.7083333333333333,10,10-20 0-4 1-5 2-6 5-7 6-8 3-10 9-15 ,{},{},{},{},{},{},{}
ZBN19981102_0111-8-0,ZBN19981102_0111,8,real,"However , Indonesian Commander-in-chief Wiranto rebuffed it as a `` lie '' .","However , General Wiranto , commander-in-chief of the Indonesian armed forces , said that the figure 17,000 is a `` lie '' .","however , indonesian commander-in-chief wiranto rebuff it a a `` lie '' .","however , general wiranto , commander-in-chief of the indonesian arm force , say that the figure 17,000 be a `` lie '' .",0.5454545454545454,10,12-22 8-18 9-19 10-20 11-21 0-0 1-1 3-5 2-8 4-3 ,{},{},{},{},{},{},{}
ZBN19981102_0111-8-35,ZBN19981102_0111,8,real,"However , General Wiranto , commander-in-chief of Indonesia 's armed forces , said that the number of 17,000 troops is `` a lie . ''","However , The Commander-in-Chief of Indonesia Armed Forces Velanto said that was a lie .","however , general wiranto , commander-in-chief of indonesia 's armed force , say that the number of 17,000 troop be `` a lie . ''","however , the commander-in-chief of indonesia arm force velanto say that be a lie .",0.45833333333333337,10,23-14 5-3 6-4 7-5 21-12 22-13 0-0 1-1 12-9 13-10 9-6 10-7 19-11 ,{},{},{},{},{},{},{}
ZBN19981123_0102-10-4,ZBN19981123_0102,10,real,Cambodia 's failure to join ASEAN was due to the overthrow of Prince Ranariddh by Hun Sen .,The main reason Cambodia 's accession to ASEAN turned out to be a bubble at that time was that Hun Sen used force to overthrow Prince Ranarith .,cambodia 's failure to join asean be due to the overthrow of prince ranariddh by hun sen .,the main reason cambodia 's accession to asean turn out to be a bubble at that time be that hun sen use force to overthrow prince ranarith .,0.6333333333333333,10,17-27 0-3 1-4 15-19 16-20 12-25 13-26 10-24 4-5 5-7 ,{},{},{},{},{},{},{}
chtb_245-10-35,chtb_245,10,real,"At the end of the meeting , McLaurent gave an evening banquet in honor of Zou Jiahua and his party .","After the talk , Mclaren invited the delegation to dinner .","at the end of the meeting , mclaurent give an evening banquet in honor of zou jiahua and his party .","after the talk , mclaren invite the delegation to dinner .",0.8846153846153846,10,20-10 11-9 ,{},{},{},{},{},{},{}
artb_045-8-9,artb_045,8,real,"Angham will stage a concert , Wednesday evening , as a night show that is part of the Thirty-fourth Annual Festival of The Doves .",Angham will also be singing on Wednesday at the 34th Hamamat International Festival .,"angham will stage a concert , wednesday evening , a a night show that be part of the thirty-fourth annual festival of the dove .",angham will also be sing on wednesday at the 34th hamamat international festival .,0.7407407407407407,11,24-13 0-0 1-1 20-12 17-8 18-9 6-6 ,{},{},{},{},{},{},{}
arb-WL-1-152307-7790442-6-0,arb-WL-1-152307-7790442,6,real,This is the second after the octopus plan which was drafted after this species became threatened with extinction .,"It should be noted that this plan is the second one after the octopus plan , which was devised after that type of fish became threatened with extinction .",this be the second after the octopus plan which be draft after this specie become threatened with extinction .,"it should be note that this plan be the second one after the octopus plan , which be devise after that type of fish become threatened with extinction .",0.48,10,18-28 14-24 15-25 16-26 17-27 4-11 5-12 6-13 7-14 1-7 2-8 3-9 8-16 9-17 13-21 10-18 11-19 ,{},{},{},{},{},{},{}
AFC20040116.0007-8-3,AFC20040116.0007,8,real,"Japan last saw such surplus in the year ending in the end of March 1992 , when the surplus situation for six consecutive years came to an end .",The last such surplus occurred in the year before March 1992 . The 6-year-long surplus ended thence .,"japan last saw such surplus in the year end in the end of march 1992 , when the surplus situation for six consecutive year come to an end .",the last such surplus occur in the year before march 1992. the 6-year-long surplus end thence .,0.6666666666666667,11,28-17 5-5 6-6 7-7 3-2 4-3 13-9 14-10 1-1 24-4 8-15 18-14 7-13 ,{},{},{},{},{},{},{}
chtb_092-10-0,chtb_092,10,real,Its annual export volume reached US $ 400 million and import volume US $ 250 million .,"It earned 400 million US dollars of foreign exchange through export during the entire year , and its import was valued at 250 million US dollars .",it annual export volume reach u $ 400 million and import volume u $ 250 million .,"it earn 400 million u dollar of foreign exchange through export during the entire year , and it import be value at 250 million u dollar .",0.6666666666666667,10,16-26 7-2 8-3 14-22 15-23 5-4 12-24 6-5 13-25 2-10 10-18 1-14 ,{},{},{},{},{},{},{}
VOM19981113_0900_0335-3-14,VOM19981113_0900_0335,3,real,"However , `` Tibet Information Network '' said that so far it is not yet clear whether Ugyen Trinley Dorje will seek asylum in the United States .","However , Tibet Information Network was not sure whether Agya Rinpoche planned to shelter in America .","however , `` tibet information network '' say that so far it be not yet clear whether ugyen trinley dorje will seek asylum in the united state .","however , tibet information network be not sure whether agya rinpoche plan to shelter in america .",0.7142857142857143,11,27-16 3-2 4-3 5-4 0-0 1-1 12-5 13-6 16-8 22-13 23-14 ,{},{},{},{},{},{},{}
urd-WL-11-174274-7483801-31-5,urd-WL-11-174274-7483801,31,real,She had a way of securing a place in people 's hearts pretty quickly as well .,She has a most impressive mind .,she have a way of secure a place in people 's heart pretty quickly as well .,she have a most impressive mind .,0.7894736842105263,10,16-6 0-0 1-1 2-2 ,{},{},{},{},{},{},{}
groups.google.com_goodarticles_f1009483f7a289df_CMN_20060208_091400-26-2,groups.google.com_goodarticles_f1009483f7a289df_CMN_20060208_091400,26,real,"Therefore , PC 's manufacturer-installed original software will often determine the usage habits of most consumers .","Because of this , the software that PC producers provide when they ship their goods often decides the use habits of a large number of consumers .","therefore , pc 's manufacturer-installed original software will often determine the usage habit of most consumer .","because of this , the software that pc producer provide when they ship their good often decide the use habit of a large number of consumer .",0.71875,10,16-26 12-19 13-20 15-25 9-16 6-5 11-18 8-15 2-7 10-17 ,{},{},{},{},{},{},{}
VOM19981226_0700_0233-2-35,VOM19981226_0700_0233,2,real,A report by the Indian Newspaper Industry Trust of the Indian Communications Co. says that railroad officials blame passengers on the bus for the incident .,Report of PTI said that railway official charged the bus passengers upon the accident .,a report by the indian newspaper industry trust of the indian communication co. say that railroad official blame passenger on the bus for the incident .,report of pti say that railway official charge the bus passenger upon the accident .,0.6666666666666667,11,25-14 13-3 14-4 20-8 21-9 1-0 24-13 23-12 16-6 15-5 17-7 18-10 ,{},{},{},{},{},{},{}
chtb_092-10-8,chtb_092,10,real,Its annual export volume reached US $ 400 million and import volume US $ 250 million .,"The foreign exchange-earning of exports reached 400 million US dollars , and the foreign exchange-earning of imports was 250 million US dollars for the entire year .",it annual export volume reach u $ 400 million and import volume u $ 250 million .,"the foreign exchange-earning of export reach 400 million u dollar , and the foreign exchange-earning of import be 250 million u dollar for the entire year .",0.6086956521739131,10,16-26 7-6 8-7 14-18 15-19 4-5 5-8 12-20 6-9 13-21 10-4 1-25 2-16 ,{},{},{},{},{},{},{}
urd-WL-72-174253-7786794-28-0,urd-WL-72-174253-7786794,28,real,A good Pakistani neither disappoints his nation nor advertises these things .,A good Pakistani citizen can neither ever make the Pakistani population hopeless nor does he or she will advertise this stuff .,a good pakistani neither disappoints his nation nor advertise these thing .,a good pakistani citizen can neither ever make the pakistani population hopeless nor do he or she will advertise this stuff .,0.7307692307692308,10,11-21 0-0 1-1 2-2 8-18 10-20 3-5 7-15 ,{},{},{},{},{},{},{}
ZBN20040308.002-5-5,ZBN20040308.002,5,real,The citizens are only encouraged to give birth to babies . They do n't have to worry about the fostering of children .,The people need only to be concerned about childbirth not childcare .,the citizen be only encourage to give birth to baby . they do n't have to worry about the fostering of child .,the people need only to be concern about childbirth not childcare .,0.76,11,22-11 1-1 0-0 7-8 16-6 15-4 17-7 ,{},{},{},{},{},{},{}
XIN_CMN_20060217.0172-6-2,XIN_CMN_20060217.0172,6,real,"This year `` ventilation first , mining second '' will be featured in controlling methane .",The control of methane gas will place the principle of `` first taking it out and then mining '' in a prominent position this year .,"this year `` ventilation first , mine second '' will be feature in control methane .",the control of methane gas will place the principle of `` first take it out and then mining '' in a prominent position this year .,0.6666666666666667,10,15-25 0-23 1-24 2-10 4-11 6-17 8-18 13-1 14-3 ,{},{},{},{},{},{},{}
LBC_NEWS_ARB_20060210_195800_675_944.qrtr-7-5,LBC_NEWS_ARB_20060210_195800_675_944.qrtr,7,real,Proposed and not proposed until we both find a name acceptable to both sides .,"Those suggested and those not suggested , so that we can both , with all we represent , reach a name accepted by both sides .",propose and not propose until we both find a name acceptable to both side .,"those suggested and those not suggest , so that we can both , with all we represent , reach a name accept by both side .",0.6923076923076923,11,14-25 12-23 13-24 8-19 9-20 0-1 3-5 10-21 7-18 1-2 2-4 ,{},{},{},{},{},{},{}
chtb_232-7-26,chtb_232,7,real,"According to specialist 's judgment , there could be a great number of dinosaur bone fossils and fossils of other species in this dinosaur fossil concentrated area .",Experts believed that there were more skeleton fossils of dinosaurs and other species in the nearby areas .,"accord to specialist 's judgment , there could be a great number of dinosaur bone fossil and fossil of other specie in this dinosaur fossil concentrate area .",expert believe that there be more skeleton fossil of dinosaur and other specie in the nearby area .,0.6451612903225806,10,27-17 19-11 20-12 21-13 17-7 18-8 13-9 26-16 2-0 ,{},{},{},{},{},{},{}
chtb_149-3-42,chtb_149,3,real,"Among them , the export value was US $ 880 million , and the import value was US $ 29.18 billion .","Among which , exportations $ 30.88 billion , importations 29.18 billion .","among them , the export value be u $ 880 million , and the import value be u $ 29.18 billion .","among which , exportations $ 30.88 billion , importation 29.18 billion .",0.7,10,21-11 19-9 20-10 18-4 0-0 4-3 14-8 ,{},{},{},{},{},{},{}
AFA20030207.9120-4-3,AFA20030207.9120,4,real,This work began a short while ago . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",this work begin a short while ago . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",0.8333333333333334,11,7-19 3-4 4-5 6-7 1-9 2-10 8-12 ,{},{},{},{},{},{},{}
artb_013-6-34,artb_013,6,real,The Syrian-Israel negotiations have been frozen since the 10th of January .,It should be pointed out that the peace negotiations between Syria and Israel have been frozen since the tenth of January .,the syrian-israel negotiation have be freeze since the 10th of january .,it should be point out that the peace negotiation between syria and israel have be freeze since the tenth of january .,0.5909090909090908,10,11-21 3-13 4-14 5-15 6-16 7-17 9-19 10-20 8-18 2-8 0-6 1-12 ,{},{},{},{},{},{},{}
ZBN19981226_0005-11-22,ZBN19981226_0005,11,real,"Compared with phase 3 , phase 4 prices are 30 % cheaper .","Compared with the price at the third phase , the price at the fourth phase turned out to be lower by 30 % .","compare with phase 3 , phase 4 price be 30 % cheap .","compare with the price at the third phase , the price at the fourth phase turn out to be low by 30 % .",0.5714285714285714,11,12-23 0-0 1-1 9-21 10-22 5-14 7-10 11-19 8-18 3-6 2-7 ,{},{},{},{},{},{},{}
PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr-13-5,PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr,13,real,"That is , Princess Kiko , wife of the second son of Japanese emperor , is pregnant .",Princess Kiko of Japan is expecting .,"that be , princess kiko , wife of the second son of japanese emperor , be pregnant .",princess kiko of japan be expect .,0.6875,11,17-6 3-0 4-1 12-3 11-2 ,{},{},{},{},{},{},{}
artb_048-3-36,artb_048,3,real,The Syrian Presidency spokesperson Jibran Koray confirmed that the Syrian foreign ministry has attended the meeting .,"The spokesman for the Syrian presidency , Djabran Kouria , said that the meeting was attended by the Syrian Minister of Foreign Affairs , Farouk al-Sharaa .",the syrian presidency spokesperson jibran koray confirm that the syrian foreign ministry have attend the meeting .,"the spokesman for the syrian presidency , djabran kouria , say that the meeting be attend by the syrian minister of foreign affair , farouk al-sharaa .",0.7037037037037037,10,16-26 0-3 1-4 2-5 7-11 8-12 9-18 15-13 6-10 11-19 10-21 13-15 3-1 ,{},{},{},{},{},{},{}
VOM19981208_0900_2227-14-2,VOM19981208_0900_2227,14,real,"Therefore , they can provide contracts , loans and favorable taxes to the businesses with their influences .","Therefore , they are able to take full advantage of their right or power to offer preferential conditions on contracts , loans , and taxes to these enterprises .","therefore , they can provide contract , loan and favorable tax to the business with their influence .","therefore , they be able to take full advantage of their right or power to offer preferential condition on contract , loan , and tax to these enterprise .",0.6875,11,17-28 0-0 1-1 2-2 5-19 6-20 7-21 10-24 11-25 4-17 13-27 9-16 ,{},{},{},{},{},{},{}
ZBN19981229_0043-5-42,ZBN19981229_0043,5,real,Gusa reiterated that Thailand would never support any part of Cambodia to do any activities of subversion .,Gu Sa reiterated that Thailand will never support any party of Cambodia to participate in an activity of subverting a neighboring country by taking advantage of Thailand .,gusa reiterate that thailand would never support any part of cambodia to do any activity of subversion .,gu sa reiterate that thailand will never support any party of cambodia to participate in an activity of subvert a neighboring country by take advantage of thailand .,0.6333333333333333,10,17-27 1-2 2-3 3-4 5-6 6-7 7-8 9-10 10-11 11-12 14-16 15-17 8-9 ,{},{},{},{},{},{},{}
ZBN19981226_0005-14-44,ZBN19981226_0005,14,real,Dai Yuxiang Industrial Consulting Corp. said the biggest feature of the land-included Yunnan Gardens is their wide facades .,Daiyuxing Real Estate Consulting Company said that the most distinguishing feature of these developments is that they have a wide open area in front of the entry area .,dai yuxiang industrial consulting corp. say the big feature of the land-included yunnan garden be their wide facade .,daiyuxing real estate consulting company say that the most distinguishing feature of these development be that they have a wide open area in front of the entry area .,0.7714285714285715,10,18-28 8-10 9-11 10-25 5-5 3-3 4-4 16-19 17-23 6-7 ,{},{},{},{},{},{},{}
chtb_150-3-23,chtb_150,3,real,"In recent years , the construction of the southwestern China thoroughfare to sea via Guangxi accelerated .","In the past several years , construction of a passageway through Guangxi to the ocean has experienced speeded up construction in the big southwest region of China .","in recent year , the construction of the southwestern china thoroughfare to sea via guangxi accelerate .","in the past several year , construction of a passageway through guangxi to the ocean have experience speed up construction in the big southwest region of china .",0.6551724137931034,11,16-27 2-4 3-5 5-6 6-7 1-2 12-14 9-26 14-11 8-23 15-17 0-0 11-12 ,{},{},{},{},{},{},{}
chtb_023-5-39,chtb_023,5,real,The township enterprises create one third of Fujian 's GDP .,The gross national product of the industry of villages and towns made up 1/3 of the GNP of Fujian Province .,the township enterprises create one third of fujian 's gdp .,the gross national product of the industry of village and town make up 1/3 of the gnp of fujian province .,0.8260869565217391,10,10-20 6-17 7-18 3-11 2-6 0-5 9-16 1-10 ,{},{},{},{},{},{},{}
ZBN19981011_0106-6-36,ZBN19981011_0106,6,real,"The National Front Youth League indicates that these activities are meant to express the support , love , and esteem of the Youth League to the state leader .",The Youth League expressed that the activities were made to show their love and support to their leaders .,"the national front youth league indicate that these activity be mean to express the support , love , and esteem of the youth league to the state leader .",the youth league express that the activity be make to show their love and support to their leader .,0.48,10,28-18 21-0 22-1 23-2 8-6 9-7 27-17 5-3 12-10 11-9 14-14 16-12 24-15 6-4 ,{},{},{},{},{},{},{}
chtb_162-5-38,chtb_162,5,real,"This two-day meeting is being jointly held by the Shanghai Research Center of the World Trade Organization and the Shanghai Municipal Foreign Service Co. , Ltd .",The WTO Shanghai Research Center and Shanghai Trade in Service Ltd will hold this two-day forum .,"this two-day meeting be be jointly hold by the shanghai research center of the world trade organization and the shanghai municipal foreign service co. , ltd .",the wto shanghai research center and shanghai trade in service ltd will hold this two-day forum .,0.5555555555555556,10,26-16 9-2 10-3 11-4 0-13 1-14 2-15 22-9 19-6 25-10 6-12 15-7 8-0 17-5 ,{},{},{},{},{},{},{}
chtb_185-3-14,chtb_185,3,real,It was yesterday at the conference of Foreign Affairs Committee of the National Parliament of France that the French foreign minister made the above statement .,French Foreign Minister made the above statement yesterday on French Parliament of Foreign Affairs Committee .,it be yesterday at the conference of foreign affair committee of the national parliament of france that the french foreign minister make the above statement .,french foreign minister make the above statement yesterday on french parliament of foreign affair committee .,0.38095238095238093,10,25-15 18-0 19-1 20-2 21-3 22-4 23-5 24-6 6-11 7-12 8-13 9-14 13-10 15-9 2-7 ,{},{},{},{},{},{},{}
ZBN19981111_0041-10-43,ZBN19981111_0041,10,real,Alan Blinder pointed out that the high pressure of American finance in recent weeks was slightly subsiding .,"Lifing pointed out that the US financial market has been facing great pressure , however it wo n't face as much pressure in the next few weeks .",alan blinder point out that the high pressure of american finance in recent week be slightly subside .,"lifing point out that the u financial market have be face great pressure , however it wo n't face as much pressure in the next few week .",0.7352941176470589,10,17-27 2-1 3-2 4-3 5-4 7-12 6-11 9-5 10-6 13-26 11-22 ,{},{},{},{},{},{},{}
artb_558-2-16,artb_558,2,real,"Washington , October 9 /Xinhua/ The Pentagon said today that its forces achieved air superiority in Afghanistan , thanks to the military operations of the last two days .",Washington 9 October / Xingua / The Pentagon said that its forces have achieved air domination in Afghanistan .,"washington , october 9 /xinhua/ the pentagon say today that it force achieve air superiority in afghanistan , thanks to the military operation of the last two day .",washington 9 october / xingua / the pentagon say that it force have achieve air domination in afghanistan .,0.5333333333333333,10,30-18 6-5 7-6 8-7 9-8 11-9 12-10 13-11 14-13 15-14 17-16 18-17 0-0 2-2 3-1 ,{},{},{},{},{},{},{}
chtb_150-4-35,chtb_150,4,real,"To solve the problem of inadequate capital and to further open up to the outside , Guangxi has expended great effort in attracting foreign investment .",Guangxi imported large amount of foreign funds for resolving capital insufficiency and deepening open up .,"to solve the problem of inadequate capital and to far open up to the outside , guangxi have expend great effort in attract foreign investment .",guangxi import large amount of foreign fund for resolve capital insufficiency and deepen open up .,0.7419354838709677,10,25-15 10-13 11-14 6-9 16-0 5-10 19-2 23-5 1-8 ,{},{},{},{},{},{},{}
ZBN20020316.0002-14-5,ZBN20020316.0002,14,real,"The report delivered by Han Zhubin , president of the Supreme People 's Procuratorate , yesterday received 2,044 votes in favor , 514 votes against and 253 abstentions .","The Chief Procurator Han Shubin 's report obtained 2044 approvals , 516 opposition and 253 abstraining yesterday .","the report deliver by han zhubin , president of the supreme people 's procuratorate , yesterday receive 2,044 vote in favor , 514 vote against and 253 abstention .","the chief procurator han shubin 's report obtain 2044 approval , 516 opposition and 253 abstraining yesterday .",0.7352941176470589,11,28-17 25-13 26-14 16-7 1-6 4-3 5-4 7-1 17-8 13-2 15-16 ,{},{},{},{},{},{},{}
XIN20021016.001-7-5,XIN20021016.001,7,real,Development can not continue if resources are wasted and environment is sacrificed .,It is impossible for the development to sustain itself if it is achieved at the expense of squandering resources and ruining the environment .,development can not continue if resource be waste and environment be sacrifice .,it be impossible for the development to sustain itself if it be achieve at the expense of squander resource and ruin the environment .,0.72,11,12-23 5-18 7-20 0-5 9-22 3-7 ,{},{},{},{},{},{},{}
artb_013-6-40,artb_013,6,real,Syrian-Israeli peace talks have been frozen since January 10 .,It is worth mentioning that the Syrian Israeli peace negotiations have been on hold since the tenth of January .,syrian-israeli peace talk have be freeze since january 10 .,it be worth mention that the syrian israeli peace negotiation have be on hold since the tenth of january .,0.7272727272727273,10,9-19 3-10 4-11 0-6 0-7 2-9 1-8 8-16 6-14 7-18 ,{},{},{},{},{},{},{}
XIN20020328.0091-8-4,XIN20020328.0091,8,real,"China 's ambassador to Japan , Wu Da-wei , attended the Currency Reciprocal Agreement signing ceremony between People 's Bank of China and Bank of Japan .",Chinese ambassador to Japan Wu Dawei was present at the signing ceremony of this agreement .,"china 's ambassador to japan , wu da-wei , attend the currency reciprocal agreement sign ceremony between people 's bank of china and bank of japan .",chinese ambassador to japan wu dawei be present at the sign ceremony of this agreement .,0.6296296296296297,11,26-15 2-1 3-2 4-3 14-10 15-11 13-14 7-5 6-4 0-0 9-7 ,{},{},{},{},{},{},{}
artb_007-3-25,artb_007,3,real,"Among the matters to be dealt with in the meeting are the increasing use of the internet in reserving travel tickets , according to the same source .",Among the other topics that would be dealt with in the meeting was the increasing online ticketing .,"among the matter to be deal with in the meeting be the increase use of the internet in reserve travel ticket , accord to the same source .",among the other topic that would be deal with in the meeting be the increase online ticketing .,0.6666666666666667,10,27-17 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 0-0 1-1 2-3 16-15 20-16 ,{},{},{},{},{},{},{}
artb_538-3-37,artb_538,3,real,The three foreign ministers met during the summit on The Contribution of New Democracies to Euro-Atlantic Security .,"The Foreign Ministers held a tri-lateral meeting during a `` New Democracies Contribution to European - Atlantic Security '' summit , which was hosted by President Peter Stoyanov .",the three foreign minister meet during the summit on the contribution of new democracy to euro-atlantic security .,"the foreign minister hold a tri-lateral meeting during a `` new democracy contribution to european - atlantic security '' summit , which be host by president peter stoyanov .",0.6666666666666667,11,17-28 2-1 3-2 12-10 13-11 4-3 10-12 7-6 16-17 15-16 0-0 5-7 8-7 ,{},{},{},{},{},{},{}
VOA_URD_20070725.0007-11-3,VOA_URD_20070725.0007,11,real,"Hence , such parents should get their children treated against such symptoms as soon as possible so that they can be saved from allergy in future .",These parents should treat their children early to prevent its impact in the future .,"hence , such parent should get their child treat against such symptom as soon a possible so that they can be save from allergy in future .",these parent should treat their child early to prevent it impact in the future .,0.7575757575757576,12,26-14 3-1 4-2 6-4 7-5 25-13 8-3 13-6 24-11 2-0 ,{},{},{},{},{},{},{}
chtb_223-3-35,chtb_223,3,real,"With the active fighting against the disaster and the all-out self-help efforts , most of the primary and middle schools have opened for class normally at the moment .","After disaster-relief efforts by the local governments and people , most primary and secondary schools have restored order .","with the active fighting against the disaster and the all-out self-help effort , most of the primary and middle school have open for class normally at the moment .","after disaster-relief effort by the local government and people , most primary and secondary school have restore order .",0.7272727272727273,10,28-18 12-9 13-10 16-11 17-12 19-14 20-15 11-2 6-1 ,{},{},{},{},{},{},{}
artb_030-4-31,artb_030,4,real,The rest of the funding must be provided by the capable countries concerned or there will be a need to resort to the local or international private sector .,"Concerned and able countries cover the rest , and sometimes the local or international private sector pitches in .",the rest of the funding must be provide by the capable country concern or there will be a need to resort to the local or international private sector .,"concerned and able country cover the rest , and sometimes the local or international private sector pitch in .",0.7096774193548387,10,28-18 22-10 23-11 24-12 25-13 26-14 27-15 0-5 1-6 11-3 10-2 12-0 ,{},{},{},{},{},{},{}
XIA20041206.0154-8-1,XIA20041206.0154,8,real,This two-day forum is organized by several of the world 's largest oil companies .,"The gathering , which will last two full days , has been organized under the sponsorship of several of the world 's large oil companies .",this two-day forum be organize by several of the world 's large oil company .,"the gathering , which will last two full day , have be organize under the sponsorship of several of the world 's large oil company .",0.5769230769230769,11,14-25 6-17 7-18 8-19 9-20 10-21 11-22 12-23 13-24 3-11 4-12 2-1 1-6 1-8 5-13 ,{},{},{},{},{},{},{}
ZBN19981213_0043-7-38,ZBN19981213_0043,7,real,Pfizer is considering whether or not it should launch any advertisement directly mentioning Viagra .,"Pfizer Company is thinking over whether any other advertisements in which the product 's name , Viagra , is mentioned directly , will be needed .",pfizer be consider whether or not it should launch any advertisement directly mention viagra .,"pfizer company be think over whether any other advertisement in which the product 's name , viagra , be mention directly , will be need .",0.6785714285714286,11,14-25 12-19 11-20 2-3 1-2 10-8 9-6 13-16 0-0 3-5 ,{},{},{},{},{},{},{}
ZBN20040219.001-2-5,ZBN20040219.001,2,real,The high frequency and the heavy casualties are lamenting .,It is regrettable that there should be such a high frequency of accidents and heavy loss of human lives .,the high frequency and the heavy casualty be lament .,it be regrettable that there should be such a high frequency of accident and heavy loss of human life .,0.7142857142857143,10,9-19 1-9 2-10 6-15 5-14 3-13 ,{},{},{},{},{},{},{}
groups.google.com_greenpartycn_6053475d4e68ca65_CMN_20060217_101400-16-4,groups.google.com_greenpartycn_6053475d4e68ca65_CMN_20060217_101400,16,real,"Everywhere has a dark night , but the longest one is in Shenzhou ( the sacred state ) .","Dark nights are everywhere , China is endless .","everywhere have a dark night , but the long one be in shenzhou ( the sacred state ) .","dark night be everywhere , china be endless .",0.7,10,18-8 3-0 4-1 0-3 ,{},{},{},{},{},{},{}
chtb_023-5-34,chtb_023,5,real,TVEs create about one third of Fujian 's GDP .,The gross domestic product of township enterprises is approximately accounting for one third of the Fujian gross domestic product .,tves create about one third of fujian 's gdp .,the gross domestic product of township enterprise be approximately account for one third of the fujian gross domestic product .,0.75,10,9-19 3-11 4-12 5-13 6-15 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-3-18,VOM19981122_0900_1102,3,real,Please listen to the report from the Chinese Division of Voice of America . Qing Yue is making news at this hour .,"Here is VOA 's report in Chinese , Qing Yue reporting .",please listen to the report from the chinese division of voice of america . qing yue be make news at this hour .,"here be voa 's report in chinese , qing yue reporting .",0.7692307692307692,11,22-11 14-8 15-9 4-4 7-6 ,{},{},{},{},{},{},{}
artb_013-6-15,artb_013,6,real,Syrian-Israeli peace negotiations have been frozen since January 10 .,It is worth mentioning that the Syrian Israeli peace negotiations have been on hold since the tenth of January .,syrian-israeli peace negotiation have be freeze since january 10 .,it be worth mention that the syrian israeli peace negotiation have be on hold since the tenth of january .,0.6666666666666667,10,9-19 1-8 2-9 3-10 4-11 0-6 0-7 8-16 6-14 7-18 ,{},{},{},{},{},{},{}
ZBN20040306.003-9-5,ZBN20040306.003,9,real,Japan is for blocking and other countries believe that blocking strategy is acceptable in some circumstance .,"Japan , on the other hand , supports containment and deterrence . Other countries also consider the strategy of containment and deterrence acceptable under certain circumstances .",japan be for block and other country believe that block strategy be acceptable in some circumstance .,"japan , on the other hand , support containment and deterrence . other country also consider the strategy of containment and deterrence acceptable under certain circumstance .",0.7037037037037037,10,16-26 5-12 6-13 15-25 0-0 7-15 10-17 12-22 13-23 ,{},{},{},{},{},{},{}
chtb_023-5-11,chtb_023,5,real,The gross national product created by the township enterprises accounted for approximately one third of that of Fujian Province .,TVEs create about one third of Fujian 's GDP .,the gross national product create by the township enterprises account for approximately one third of that of fujian province .,tves create about one third of fujian 's gdp .,0.7272727272727273,10,19-9 12-3 13-4 14-5 17-6 4-1 ,{},{},{},{},{},{},{}
AFA20030207.9120-4-1,AFA20030207.9120,4,real,This process was put into motion recently . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",this process be put into motion recently . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",0.88,11,7-19 8-12 ,{},{},{},{},{},{},{}
