HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.pairID,Input.documentID,Input.segmentID,Input.hitType,Input.source,Input.target,Input.sourceLemmatized,Input.targetLemmatized,Input.jaccardDistance,Input.lengthDifference,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments,Input.answerPossAlignments,Input.answerSourceHighlights,Input.answerTargetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights,Approve,Reject
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2276,,,test,"speaking for the first time yesterday , Brigitte 's maternal aunt said his family was unaware he had was in prison or that he had remarried .","Brigitte 's maternal aunt said his family was unaware he had been sent to prison , or that he had remarried in Sydney .","speak for the first time yesterday , brigitte 's maternal aunt say his family be unaware he have be in prison or that he have remarry .","brigitte 's maternal aunt say his family be unaware he have be send to prison , or that he have remarry in sydney .",0.33333333333333337,3,,,,,7-0 8-1 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 20-14 21-16 22-17 23-18 24-19 25-20 26-23 ,17-10 18-11 18-12 19-13 ,,,,,,19-13 ,,,,7-0 8-1 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 18-10 18-11 18-12 20-14 21-16 22-17 23-18 24-19 25-20 26-23 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:132,,,test,one of the features is the ability to delete data on a handheld device or lock down the device should a user lose it .,one of the features is the ability to delete data on a handheld device if a user loses or locks down the device .,one of the feature be the ability to delete data on a handheld device or lock down the device should a user lose it .,one of the feature be the ability to delete data on a handheld device if a user lose or lock down the device .,0.13636363636363635,1,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-18 15-19 16-20 17-21 18-22 19-14 20-15 21-16 22-17 24-23 ,23-22 ,,,,,,23-21 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-18 15-19 16-20 17-21 18-22 19-14 20-15 21-16 22-17 23-22 24-23 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1686,,,test,"he admits he occasionally lived the life of a playboy : smoking pot , chasing women and living fast and loose .","Schwarzenegger has admitted to occasionally living the life of a playboy : smoking pot , chasing women and living fast and loose .","he admit he occasionally live the life of a playboy : smoking pot , chase woman and live fast and loose .","schwarzenegger have admit to occasionally live the life of a playboy : smoking pot , chase woman and live fast and loose .",0.18181818181818177,1,,,,,3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 ,0-0 1-1 1-2 2-0 ,,,,,,0-0 1-1 1-2 2-0 ,,,,3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2735,,,test,ex-KGB agent Putin added that the Beatles were considered ' propaganda of an alien ideology ' .,in Soviet times the Beatles ' music '' was considered propaganda of an alien ideology .,ex-kgb agent putin add that the beatles be consider ' propaganda of an alien ideology ' .,in soviet time the beatles ' music '' be consider propaganda of an alien ideology .,0.47619047619047616,1,,,,,5-3 6-4 7-8 8-9 10-10 11-11 12-12 13-13 14-14 15-5 16-15 ,{},,,,,,7-8 ,,,,5-3 6-4 8-9 10-10 11-11 12-12 13-13 14-14 16-15 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1099,,,test,the value of the deal has increased since BP first announced it in February .,the value of BP 's investment has risen since the deal was announced in February .,the value of the deal have increase since bp first announce it in february .,the value of bp 's investment have rise since the deal be announce in february .,0.38888888888888884,1,,,,,0-0 1-1 2-2 3-9 4-10 5-6 6-7 7-8 8-3 12-13 13-14 14-15 ,4-5 10-11 10-12 11-10 ,,,,,,4-5 10-11 10-12 ,,,,0-0 1-1 2-2 3-9 4-10 5-6 6-7 7-8 8-3 12-13 13-14 14-15 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2586,,,test,"another million barrels , bought by Spanish refiner Cepsa SA , was to be loaded onto a Spanish tanker , the Sandra Tapias .","a Spanish tanker , Sandra Tapias , was to be loaded with another million barrels , bought by Spanish refiner Cepsa SA , in the afternoon .","another million barrel , buy by spanish refiner cepsa sa , be to be load onto a spanish tanker , the sandra tapias .","a spanish tanker , sandra tapias , be to be load with another million barrel , buy by spanish refiner cepsa sa , in the afternoon .",0.17391304347826086,3,,,,,0-12 1-13 2-14 3-15 4-16 5-17 6-18 7-19 8-20 9-21 11-7 12-8 13-9 14-10 16-0 17-1 18-2 19-3 21-4 22-5 23-26 ,15-11 ,,,,,,{},,,,0-12 1-13 2-14 3-15 4-16 5-17 6-18 7-19 8-20 9-21 11-7 12-8 13-9 14-10 16-0 17-1 18-2 19-3 21-4 22-5 23-26 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1548,,,test,Quattrone is accused of obstructing justice by helping to encourage co-workers in an e-mail to destroy files on lucrative investment banking deals .,"Quattrone is accused of attempting to obstruct justice by endorsing that e-mail , which encouraged co-workers to destroy files on profitable investment banking deals .",quattrone be accuse of obstruct justice by help to encourage co-worker in an e-mail to destroy file on lucrative investment banking deal .,"quattrone be accuse of attempt to obstruct justice by endorse that e-mail , which encourage co-worker to destroy file on profitable investment banking deal .",0.3571428571428571,2,,,,,0-0 1-1 2-2 3-3 4-6 5-7 6-8 10-15 13-11 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 ,9-14 ,,,,,,4-4 4-5 4-6 7-9 9-14 12-10 ,,,,0-0 1-1 2-2 3-3 5-7 6-8 10-15 13-11 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:869,,,test,"John Logsdon , a board member , said that '' human spaceflight had become a place where dissent was not welcome '' .","in fact , said John Logsdon , a board member and George Washington University expert on space policy '' , human spaceflight had become a place where dissent was not welcome '' .","john logsdon , a board member , say that '' human spaceflight have become a place where dissent be not welcome '' .","in fact , say john logsdon , a board member and george washington university expert on space policy '' , human spaceflight have become a place where dissent be not welcome '' .",0.3666666666666667,10,,,,,0-4 1-5 2-6 3-7 4-8 5-9 6-2 7-3 9-18 10-20 11-21 12-22 13-23 14-24 15-25 16-26 17-27 18-28 19-29 20-30 21-31 22-32 ,{},,,,,,{},,,,0-4 1-5 2-6 3-7 4-8 5-9 7-3 9-19 10-20 11-21 12-22 13-23 14-24 15-25 16-26 17-27 18-28 19-29 20-30 21-31 22-32 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1312,,,test,"'' the United States welcomes a greater NATO role in Iraq 's stabilisation '' , Powell said , according to the text of prepared remarks seen by Reuters .","'' the United States welcomes a greater NATO role in Iraq 's stabilization '' , Mr. Powell said in a speech to fellow NATO ministers .","'' the united state welcome a great nato role in iraq 's stabilisation '' , powell say , accord to the text of prepared remark see by reuters .","'' the united state welcome a great nato role in iraq 's stabilization '' , mr. powell say in a speech to fellow nato minister .",0.4516129032258065,3,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 15-16 16-17 28-25 ,18-18 19-18 20-19 21-20 ,,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-16 16-17 28-25 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:599,,,test,"'' if the voluntary reliability standards were complied with , we would n't have had a problem '' .","'' if the voluntary reliability standards had been complied with , we would n't have had a problem '' , Mr. Dhaliwal said .","'' if the voluntary reliability standard be comply with , we would n't have have a problem '' .","'' if the voluntary reliability standard have be comply with , we would n't have have a problem '' , mr. dhaliwal say .",0.15000000000000002,5,,,,,0-0 1-1 2-2 3-3 4-4 5-5 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 18-19 ,6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 ,,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 7-6 7-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-23 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:755,,,test,"as temperatures soar above 50 degrees -LRB- 120 Fahrenheit -RRB- , fridges and air conditioners have stuttered to a halt in Basra .","as temperatures soar above 120 Fahrenheit in Basra , fridges and air conditioners have stuttered to a halt .","a temperature soar above 50 degree -lrb- 120 fahrenheit -rrb- , fridge and air conditioner have stutter to a halt in basra .","a temperature soar above 120 fahrenheit in basra , fridge and air conditioner have stutter to a halt .",0.18181818181818177,4,,,,,0-0 1-1 2-2 3-3 7-4 8-5 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-6 21-7 22-18 ,4-4 4-5 5-4 5-5 ,,,,,,4-4 4-5 5-4 5-5 ,,,,0-0 1-1 2-2 3-3 7-4 8-5 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-6 21-7 22-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1730,,,test,an unclear number of people were killed and more injured .,four people were killed and 50 injured in the attacks .,an unclear number of people be kill and more injured .,four people be kill and 50 injure in the attack .,0.7058823529411764,0,,,,,4-1 5-2 6-3 7-4 9-6 10-10 ,2-0 8-5 ,,,,,,1-0 2-0 8-5 ,,,,4-1 5-2 6-3 7-4 9-6 10-10 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2176,,,test,"SCO intends to provide them with choices to help them run Linux in a legal and fully paid-for way , he said .",we intend to provide them with choices to help them run Linux in a legal and fully-paid for way '' .,"sco intend to provide them with choice to help them run linux in a legal and fully paid-for way , he say .",we intend to provide them with choice to help them run linux in a legal and fully-paid for way '' .,0.4,2,,,,,1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-16 17-17 18-18 22-20 ,0-0 ,,,,,,0-0 ,,,,1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 16-17 17-16 17-17 18-18 22-20 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:748,,,test,"three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora[67] '' , to extend the contest until 7 p.m. EST Sunday .","three such vigilante-style attacks forced the hacker organiser , who identified himself only as '' Eleonora67 -RRB- '' , to extend the contest until 8am -LRB- AEST -RRB- today .","three such vigilante-style attack force the hacker organizer , who identify himself only a '' eleonora [ 67 ] '' , to extend the contest until 7 p.m. est sunday .","three such vigilante-style attack force the hacker organiser , who identify himself only a '' eleonora67 -rrb- '' , to extend the contest until 8am -lrb- aest -rrb- today .",0.4571428571428572,1,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 27-29 ,23-24 23-26 24-24 24-26 25-24 25-26 26-28 ,,,,,,23-24 24-24 25-26 26-28 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 27-29 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:942,,,test,"they said no decisions had been made about how many troops would be moved , where they would come from , or where they would end up .","they added that decisions have been made about how many troops will be moved , where they will come from , or where they will end up .","they say no decision have be make about how many troop would be move , where they would come from , or where they would end up .","they add that decision have be make about how many troop will be move , where they will come from , or where they will end up .",0.25,0,,,,,0-0 1-1 3-3 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 ,4-4 4-5 4-6 5-4 5-5 5-6 6-4 6-5 6-6 ,,,,,,1-1 4-4 4-5 4-6 5-4 5-5 5-6 6-4 6-5 6-6 11-11 11-12 11-13 12-11 12-12 12-13 13-11 13-12 13-13 17-17 17-18 18-17 18-18 24-24 24-25 24-26 25-24 25-25 25-26 26-24 26-25 26-26 ,,,,0-0 3-3 7-7 8-8 9-9 10-10 14-14 15-15 16-16 19-19 20-20 21-21 22-22 23-23 27-27 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:441,,,test,"United Airlines plans to become the first domestic airline to offer e-mail on all its domestic flights by the end of the year , the company announced yesterday .","United Airways plans to offer in-flight , two-way e-mail on all domestic flights by the end of the year , becoming the first U.S. carrier to do so .","unite airline plan to become the first domestic airline to offer e-mail on all it domestic flight by the end of the year , the company announce yesterday .","united airway plan to offer in-flight , two-way e-mail on all domestic flight by the end of the year , become the first u.s. carrier to do so .",0.4516129032258065,0,,,,,0-0 0-1 1-0 1-1 2-2 4-20 5-21 6-22 7-23 8-24 9-3 10-4 11-8 12-9 13-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 28-28 ,10-26 10-27 11-26 11-27 24-0 24-1 25-0 25-1 ,,,,,,0-0 0-1 1-0 1-1 10-26 10-27 11-26 11-27 12-26 12-27 13-26 13-27 14-26 14-27 15-26 15-27 16-26 16-27 ,,,,2-2 4-20 5-21 6-22 7-23 8-24 9-3 9-25 10-4 11-8 12-9 13-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 28-28 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1443,,,test,vaccine makers have been thrust in the limelight following government programmes to encourage wider vaccination and fears of biological attacks on civilian and military targets .,vaccine makers have been thrust into the limelight as government programs encourage wider vaccination amid fears of biological attacks .,vaccine maker have be thrust in the limelight follow government programme to encourage wide vaccination and fear of biological attack on civilian and military target .,vaccine maker have be thrust into the limelight a government program encourage wide vaccination amid fear of biological attack .,0.4482758620689655,6,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 12-11 13-12 14-13 16-15 17-16 18-17 19-18 25-19 ,15-14 ,,,,,,8-8 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 9-9 10-10 12-11 13-12 14-13 16-15 17-16 18-17 19-18 25-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2039,,,test,the findings are being published today in the Annals of Internal Medicine .,the findings are published in the July 1st issue of the Annals of Internal Medicine .,the finding be be publish today in the annals of internal medicine .,the finding be publish in the july 1st issue of the annals of internal medicine .,0.2857142857142857,3,,,,,0-0 1-1 2-2 2-3 3-2 3-3 4-2 4-3 6-4 7-10 8-11 9-12 10-13 11-14 12-15 ,5-6 5-7 ,,,,,,5-6 5-7 ,,,,0-0 1-1 2-2 2-3 3-2 3-3 4-2 4-3 6-4 7-10 8-11 9-12 10-13 11-14 12-15 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:749,,,test,"but to see those pages , users would be required by Amazon to register , and Amazon plans to limit the amount of any single book a customer can view .","but to see those pages Amazon would require users to register , and it plans to limit the amount of any single book a browser can view .","but to see those page , user would be require by amazon to register , and amazon plan to limit the amount of any single book a customer can view .","but to see those page amazon would require user to register , and it plan to limit the amount of any single book a browser can view .",0.1724137931034483,3,,,,,0-0 1-1 2-2 3-3 4-4 6-8 11-5 12-9 13-10 14-11 15-12 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 28-25 29-26 30-27 ,7-6 7-7 8-6 8-7 9-6 9-7 16-13 ,,,,,,7-6 7-7 8-6 8-7 9-6 9-7 10-6 10-7 16-13 27-24 ,,,,0-0 1-1 2-2 3-3 4-4 6-8 11-5 12-9 13-10 14-11 15-12 16-5 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 28-25 29-26 30-27 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2730,,,test,the Fox movie channel has banned Charlie Chan .,Charlie Chan is off the case for the Fox Movie Channel .,the fox movie channel have ban charlie chan .,charlie chan be off the case for the fox movie channel .,0.46153846153846156,3,,,,,0-7 1-8 2-9 3-10 6-0 7-1 8-11 ,4-2 4-3 4-4 4-5 5-2 5-3 5-4 5-5 ,,,,,,4-2 4-3 4-4 4-5 4-6 5-2 5-3 5-4 5-5 5-6 ,,,,0-7 1-8 2-9 3-10 6-0 7-1 8-11 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:882,,,test,Parson has been charged on one count of intentionally causing or attempting to cause damage to a computer .,Parson faces one federal count of intentionally causing damage to a protected computer .,parson have be charge on one count of intentionally cause or attempt to cause damage to a computer .,parson face one federal count of intentionally cause damage to a protect computer .,0.44999999999999996,5,,,,,0-0 1-1 2-1 3-1 5-2 6-4 7-5 8-6 9-7 14-8 15-9 16-10 17-12 18-13 ,{},,,,,,1-1 2-1 3-1 4-1 ,,,,0-0 5-2 6-4 7-5 8-6 9-7 14-8 15-9 16-10 17-12 18-13 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1887,,,test,"'' the numbers are starting to change very , very quickly '' , Dr. Julie Gerberding , the CDC 's director , told a news briefing Thursday .","'' the numbers are starting to change very , very quickly '' , Dr. Julie Gerberding , director of the Centers for Disease Control and Prevention , said Thursday .","'' the number be start to change very , very quickly '' , dr. julie gerberding , the cdc 's director , tell a news briefing thursday .","'' the number be start to change very , very quickly '' , dr. julie gerberding , director of the center for disease control and prevention , say thursday .",0.4666666666666667,2,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 18-20 18-21 18-22 18-23 19-18 19-19 20-17 21-26 22-27 26-28 27-29 ,{},,,,,,18-20 18-21 18-22 18-23 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 19-18 20-17 21-26 22-27 26-28 27-29 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1126,,,test,she said the president 's eyes filled with tears when she told him he would have to confess to their teenage daughter as well .,Mrs Clinton writes her husband 's eyes filled with tears when she told him he would have to confess to Chelsea as well .,she say the president 's eye fill with tear when she tell him he would have to confess to their teenage daughter as well .,mr clinton write her husband 's eye fill with tear when she tell him he would have to confess to chelsea as well .,0.4137931034482759,1,,,,,3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-20 21-20 22-21 23-22 24-23 ,0-0 0-1 1-2 2-3 ,,,,,,1-2 ,,,,0-0 0-1 2-3 2-4 3-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-20 21-20 22-21 23-22 24-23 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1381,,,test,the court 's 1992 decision reaffirmed the basic findings of Roe protecting abortion choice but lessened the standards of protection guaranteed to women by Roe .,"in a 1992 case , the Supreme Court reaffirmed the basic findings of Roe protecting abortion choice , but lessened the standards of protection guaranteed to women by Roe .",the court 's 1992 decision reaffirm the basic finding of roe protect abortion choice but lessen the standard of protection guarantee to woman by roe .,"in a 1992 case , the supreme court reaffirm the basic finding of roe protect abortion choice , but lessen the standard of protection guarantee to woman by roe .",0.2592592592592593,4,,,,,0-5 1-7 3-2 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 ,4-3 ,,,,,,{},,,,0-5 1-7 3-2 4-3 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1895,,,test,"medical investigators matched the body 's teeth to Aronov 's dental records this morning , medical examiner 's spokeswoman Ellen Borakove said .","investigators matched the dead womans teeth to Aronovs dental records Wednesday morning , medical examiners spokeswoman Ellen Borakove said .","medical investigator match the body 's teeth to aronov 's dental record this morning , medical examiner 's spokeswoman ellen borakove say .","investigator match the dead woman teeth to aronovs dental record wednesday morning , medical examiner spokeswoman ellen borakove say .",0.33333333333333337,3,,,,,1-0 2-1 3-2 6-5 7-6 8-7 9-7 10-8 11-9 13-11 14-12 15-13 16-14 17-14 18-15 19-16 20-17 21-18 22-19 ,4-3 4-4 5-3 5-4 12-10 ,,,,,,12-10 12-11 13-10 13-11 ,,,,1-0 2-1 3-2 4-3 6-5 7-6 8-7 9-7 10-8 11-9 14-12 15-13 16-14 17-14 18-15 19-16 20-17 21-18 22-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2,,,test,"the stock rose $ 2.11 , or about 11 percent , to close Friday at $ 21.51 on the New York Stock Exchange .",PG&E Corp. shares jumped $ 1.63 or 8 percent to $ 21.03 on the New York Stock Exchange on Friday .,"the stock rise $ 2.11 , or about 11 percent , to close friday at $ 21.51 on the new york stock exchange .",pg & e corp. share jump $ 1.63 or 8 percent to $ 21.03 on the new york stock exchange on friday .,0.5862068965517242,1,,,,,1-2 2-3 3-4 6-6 9-8 11-9 13-19 15-10 17-12 18-13 19-14 20-15 21-16 22-17 23-20 ,4-5 8-7 16-11 ,,,,,,{},,,,1-2 2-3 3-4 6-6 9-8 11-9 13-19 15-10 17-12 18-13 19-14 20-15 21-16 22-17 23-20 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2524,,,test,"Charles O. Prince , 53 , was named as Mr. Weill 's successor .","Mr. Weill 's longtime confidant , Charles O. Prince , 53 , was named as his successor .","charles o. prince , 53 , be name a mr. weill 's successor .","mr. weill 's longtime confidant , charles o. prince , 53 , be name a his successor .",0.1875,4,,,,,0-6 1-7 2-8 3-9 4-10 5-11 6-12 7-13 8-14 9-0 10-1 11-2 12-16 13-17 ,9-15 10-15 11-15 ,,,,,,9-15 10-15 11-15 ,,,,0-6 1-7 2-8 3-9 4-10 5-11 6-12 7-13 8-14 9-0 10-1 11-2 12-16 13-17 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:2204,,,test,justices said that the Constitution allows the government to administer drugs only '' in limited circumstances '' .,"in a 6-3 ruling , the justices said such anti-psychotic drugs can be used only in '' limited circumstances '' .",justice say that the constitution allow the government to administer drug only '' in limited circumstance '' .,"in a 6-3 ruling , the justice say such anti-psychotic drug can be use only in '' limited circumstance '' .",0.6,3,,,,,0-6 1-7 10-10 11-14 12-16 14-17 15-18 16-19 17-20 ,9-11 9-12 9-13 ,,,,,,5-11 9-12 9-13 ,,,,0-6 1-7 10-10 11-14 12-16 13-15 14-17 15-18 16-19 17-20 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:428,,,test,"a member of the chart-topping collective So Solid Crew dumped a loaded pistol in an alleyway as he fled from police , a court heard yesterday .","a member of the rap group So Solid Crew threw away a loaded gun during a police chase , Southwark Crown Court was told yesterday .","a member of the chart-topping collective so solid crew dump a loaded pistol in an alleyway a he flee from police , a court heard yesterday .","a member of the rap group so solid crew throw away a loaded gun during a police chase , southwark crown court be tell yesterday .",0.6285714285714286,1,,,,,0-0 1-1 2-2 3-3 5-5 6-6 7-7 8-8 9-9 9-10 10-11 11-12 12-13 16-14 20-16 21-18 23-21 24-22 24-23 25-24 26-25 ,17-1 18-17 19-17 ,,,,,,22-19 22-20 ,,,,0-0 1-1 2-2 3-3 5-5 6-6 7-7 8-8 9-9 9-10 10-11 11-12 12-13 16-14 16-15 16-16 16-17 17-14 17-15 17-16 17-17 18-14 18-15 18-16 18-17 19-14 19-15 19-16 19-17 20-14 20-15 20-16 20-17 21-18 23-21 24-22 24-23 25-24 26-25 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1874,,,test,"by Wednesday , the Red Planet will come as near to Earth as it has been in 60,000 years .","on Wednesday , at 7.51pm , Mars will be the closest to Earth it has been for 59,619 years .","by wednesday , the red planet will come a near to earth a it have be in 60,000 year .","on wednesday , at 7.51pm , mar will be the close to earth it have be for 59,619 year .",0.5769230769230769,0,,,,,1-1 2-2 4-6 5-6 6-7 7-8 8-10 9-10 10-11 11-12 12-10 13-13 14-14 15-15 16-16 18-18 19-19 ,0-0 17-17 ,,,,,,0-0 17-17 ,,,,1-1 2-2 3-6 4-6 5-6 6-7 7-8 8-10 9-10 10-11 11-12 12-10 13-13 14-14 15-15 16-16 18-18 19-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:1766,,,test,Microsoft has released separate patches for client and administrative versions of Office 2003 .,separate downloadable patches are available for the client and administrative versions of Office .,microsoft have release separate patch for client and administrative version of office 2003 .,separate downloadable patch be available for the client and administrative version of office .,0.4444444444444444,0,,,,,3-0 4-2 5-5 6-7 7-8 8-9 9-10 10-11 11-12 13-13 ,1-3 1-4 2-3 2-4 ,,,,,,1-3 1-4 2-3 2-4 ,,,,3-0 4-2 5-5 6-7 7-8 8-9 9-10 10-11 11-12 13-13 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,news-common:937,,,test,"Lee said Brianna had dragged food , toys and other things into the bedroom .","Lee , 33 , said the girl had dragged the food , toys and other things into her mother 's bedroom .","lee say brianna have drag food , toy and other thing into the bedroom .","lee , 33 , say the girl have drag the food , toy and other thing into her mother 's bedroom .",0.30000000000000004,7,,,,,0-0 1-4 2-5 2-6 3-7 4-8 5-10 6-11 7-12 8-13 9-14 10-15 11-16 13-20 14-21 ,{},,,,,,2-6 12-17 12-18 12-19 ,,,,0-0 1-4 3-7 4-8 5-10 6-11 7-12 8-13 9-14 10-15 11-16 13-20 14-21 ,,,
