pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
VOA_URD_20070725.0007-11-3,VOA_URD_20070725.0007,11,HITInput,"Hence , such parents should get their children treated against such symptoms as soon as possible so that they can be saved from allergy in future .",These parents should treat their children early to prevent its impact in the future .,"hence , such parent should get their child treat against such symptom as soon a possible so that they can be save from allergy in future .",these parent should treat their child early to prevent it impact in the future .,0.7575757575757576,12,25-13 4-2 24-11 2-0 7-5 26-14 3-1 13-6 6-4 8-3,,,,,,,
XIN20030222.0042-7-3,XIN20030222.0042,7,HITInput,"The country , one the world-renowned scenic spots for tourists , has the scenery of blue sea and clear sky as well as a warm Mediterranean Sea climate .",Its ocean and blue-sky scenery and the Mediterranean climate make it world 's famous scenic spot .,"the country , one the world-renowned scenic spot for tourist , have the scenery of blue sea and clear sky as well a a warm mediterranean sea climate .",it ocean and blue-sky scenery and the mediterranean climate make it world 's famous scenic spot .,0.7419354838709677,12,5-11 6-14 7-15 26-1 27-8 13-4 28-16 15-3 25-7,,,,,,,
arb-NG-2-76511-7419693-8-4,arb-NG-2-76511-7419693,8,HITInput,"Why does Aramco donate the amount of 8,000 dollars to a Texas television station ?","It also prohibits questioning people or obtaining confessions from them by any means whatsoever , and whoever in the Authority breaches this shall be immediately suspended .","why do aramco donate the amount of 8,000 dollar to a texas television station ?","it also prohibit question people or obtain confession from them by any mean whatsoever , and whoever in the authority breach this shall be immediately suspend .",0.975609756097561,12,,,,,,,,
artb_557-2-11,artb_557,2,HITInput,"London , October 9 /Xinhua/ British Muslim Council , today , expressed its opposition to the air strikes led by the United States against Afghanistan .",London October 9/XinhuaCouncil of British Muslims denounced today US-led air strikes against Afghanistan .,"london , october 9 /xinhua/ british muslim council , today , express it opposition to the air strike lead by the united state against afghanistan .",london october 9/xinhuacouncil of british muslim denounce today us-led air strike against afghanistan .,0.6296296296296297,12,25-11 0-0 27-13 19-10 7-4 11-7 2-1 26-12 18-9 8-5,,,,,,,
chtb_023-8-36,chtb_023,8,HITInput,"Currently , Fujian Province has already produced a profusion of village and township enterprises and groups of comparatively high scientific caliber and relatively adequate development staying power .","Nowadays , there appeared a lot of enterprise groups with high technology and strong stamina .","currently , fujian province have already produce a profusion of village and township enterprise and group of comparatively high scientific caliber and relatively adequate development stay power .","nowadays , there appear a lot of enterprise group with high technology and strong stamen .",0.7575757575757576,12,27-15 0-0 15-8 1-1 18-10 13-7 26-13,,,,,,,
artb_557-2-34,artb_557,2,HITInput,London October 9/XinhuaCouncil of British Muslims denounced today US-led air strikes against Afghanistan .,London 9 October / Xingua / The British Islamic Council declared today its opposition to the air strikes led by the United States against Afghanistan .,london october 9/xinhuacouncil of british muslim denounce today us-led air strike against afghanistan .,london 9 october / xingua / the british islamic council declare today it opposition to the air strike lead by the united state against afghanistan .,0.6785714285714286,12,0-0 10-17 4-7 1-2 5-8 7-11 11-23 13-25 12-24 9-16,,,,,,,
chtb_023-8-21,chtb_023,8,HITInput,"At present , a batch of township enterprises or group of enterprises with higher technology content and better development potential have already emerged in the Fujian province .","Nowadays , there appeared a lot of enterprise groups with high technology and strong stamina .","at present , a batch of township enterprise or group of enterprise with high technology content and good development potential have already emerge in the fujian province .","nowadays , there appear a lot of enterprise group with high technology and strong stamen .",0.6875,12,17-13 27-15 3-4 4-5 9-8 12-9 16-12 11-7 22-3 13-10 10-6 14-11,,,,,,,
ASB_ARB_20060217.0003-24-0,ASB_ARB_20060217.0003,24,HITInput,STEG 's development on all levels has brought it national and international acclaim .,"Particularly , the STEG has experienced progress at all levels , which made it a pioneer and a star at the national and international levels .",steg 's development on all level have bring it national and international acclaim .,"particularly , the steg have experience progress at all level , which make it a pioneer and a star at the national and international level .",0.64,12,2-6 0-3 4-8 5-9 10-22 7-12 11-23 9-21 8-13 6-4 13-25,,,,,,,
chtb_023-8-14,chtb_023,8,HITInput,"At present , there have emerged in Fujian Province a number of township enterprises or township enterprises groups with relatively high technology-content products and greater growth potential .","Nowadays , there appeared a lot of enterprise groups with high technology and strong stamina .","at present , there have emerge in fujian province a number of township enterprise or township enterprise group with relatively high technology-content product and great growth potential .","nowadays , there appear a lot of enterprise group with high technology and strong stamen .",0.6875,12,27-15 2-1 9-4 5-3 3-2 20-10 24-13 11-6 16-7 18-9 21-11 23-12 10-5 17-8,,,,,,,
chtb_023-8-27,chtb_023,8,HITInput,"Recently , a number of village and township enterprises or enterprise groups with higher science and technology and of sustainable development have been mushroomed in Fujian province .","Nowadays , there appeared a lot of enterprise groups with high technology and strong stamina .","recently , a number of village and township enterprise or enterprise group with high science and technology and of sustainable development have be mushroom in fujian province .","nowadays , there appear a lot of enterprise group with high technology and strong stamen .",0.6666666666666667,12,27-15 4-6 2-4 17-12 3-5 12-9 16-11 13-10 11-8 10-7,,,,,,,
groups.google.com_ritaj_3d2ba2725d890f0b_ARB_20060213_102000-26-0,groups.google.com_ritaj_3d2ba2725d890f0b_ARB_20060213_102000,26,HITInput,"From the menu , select Options then recorder then Source then Line-in .","From the upper menu chose in succession `` options '' , then `` recorder '' , then `` source '' then `` in-line . ''","from the menu , select option then recorder then source then line-in .","from the upper menu chose in succession `` option '' , then `` recorder '' , then `` source '' then `` in-line . ''",0.5,12,2-3 4-4 1-1 7-13 5-8 9-18 0-0 12-23,,,,,,,
chtb_305-8-19,chtb_305,8,HITInput,He thought the documents just signed are important for good-neighborliness and friendly cooperation .,He felt that the documents that both parties just signed are very important in strengthening the good-neighborly relations and friendly cooperation between the two countries .,he think the document just sign be important for good-neighborliness and friendly cooperation .,he felt that the document that both party just sign be very important in strengthen the good-neighborly relation and friendly cooperation between the two country .,0.5769230769230769,12,6-10 2-3 0-0 4-8 11-19 10-18 3-4 5-9 7-12 13-25 1-1 9-16 12-20,,,,,,,
ZBN19981213_0043-7-43,ZBN19981213_0043,7,HITInput,Hui Rui was considering whether to make some ads directly mentioning Wei Ge .,"Pfizer Company is thinking over whether any other advertisements in which the product 's name , Viagra , is mentioned directly , will be needed .",hui rui be consider whether to make some ad directly mention wei ge .,"pfizer company be think over whether any other advertisement in which the product 's name , viagra , be mention directly , will be need .",0.8387096774193549,12,2-2 4-5 10-19 3-3 13-25 9-20 8-8,,,,,,,
chtb_305-8-13,chtb_305,8,HITInput,"In his opinion , the documents signed by the two parties are of great importance to strengthening the good neighborly relations and friendly cooperation between the two countries .",He deemed the just signed documents highly important to strengthen the good neighborliness and friendly cooperation .,"in his opinion , the document sign by the two party be of great importance to strengthen the good neighborly relation and friendly cooperation between the two country .",he deem the just sign document highly important to strengthen the good neighborliness and friendly cooperation .,0.6774193548387097,12,5-5 15-8 17-10 22-14 18-11 14-7 23-15 13-6 6-4 16-9 21-13 28-16,,,,,,,
chtb_149-3-44,chtb_149,3,HITInput,"Among which , exportations $ 30.88 billion , importations 29.18 billion .","Of which , the amount of exports reached 30.8 billion US dollars , and the amount of imports reached 29.18 billion US dollars .","among which , exportations $ 30.88 billion , importation 29.18 billion .","of which , the amount of export reach 30.8 billion u dollar , and the amount of import reach 29.18 billion u dollar .",0.75,12,2-2 4-11 1-1 8-17 10-20 3-6 9-19 6-9 11-23,,,,,,,
artb_044-5-34,artb_044,5,HITInput,The committee appealed to countries responsible for international security and peacekeeping to offer the necessary support .,The committee called upon `` the countries that bear a particular responsibility for preserving international peace and security to offer the necessary help needed in this respect '' .,the committee appeal to country responsible for international security and peacekeeping to offer the necessary support .,the committee call upon `` the country that bear a particular responsibility for preserve international peace and security to offer the necessary help need in this respect '' .,0.6451612903225806,12,2-2 16-28 6-12 0-0 4-6 10-15 1-1 8-17 13-20 7-14 11-18 12-19 5-11 14-21 15-22,,,,,,,
groups.google.com_LNTS_14974749cb4b6f49_CMN_20060216_084900-4-5,groups.google.com_LNTS_14974749cb4b6f49_CMN_20060216_084900,4,HITInput,Luneng Taishan is getting combat-ready for the new season with the championship in mind .,"The Luneng Taishan ( of Shandong Province ) soccer team is getting ready for the next season , preparing to make another advance for the championship .",luneng taishan be get combat-ready for the new season with the championship in mind .,"the luneng taishan ( of shandong province ) soccer team be get ready for the next season , prepare to make another advance for the championship .",0.6896551724137931,12,5-13 10-24 6-14 0-1 8-16 11-25 1-2 4-12 3-11 2-10 14-26,,,,,,,
VOM19981230_0700_0515-2-34,VOM19981230_0700_0515,2,HITInput,Senate Majority leader Lott said the senate delivered an impartial judgment based on the available evidence .,"The leader of the House of Representatives Rote expressed that , the House of Representatives will be able to conduct a fair trail based on the current evidence .",senate majority leader lott say the senate deliver an impartial judgment base on the available evidence .,"the leader of the house of representative rote express that , the house of representative will be able to conduct a fair trail base on the current evidence .",0.8064516129032258,12,16-28 2-1 4-8 13-25 8-20 9-21 12-24 11-23 15-27,,,,,,,
artb_044-5-11,artb_044,5,HITInput,The Committee appealed to `` the countries that hold a special responsibility in preserving international peace and security to provide the necessary assistance required by this matter . '',The committee appealed to countries responsible for international security and peacekeeping to offer the necessary support .,the committee appeal to `` the country that hold a special responsibility in preserve international peace and security to provide the necessary assistance require by this matter . '',the committee appeal to country responsible for international security and peacekeeping to offer the necessary support .,0.6774193548387097,12,2-2 27-16 0-0 22-15 1-1 18-11 3-3 19-12 11-5 15-10 20-13 21-14 14-7 6-4 17-8,,,,,,,
ZBN19981026_0045-3-43,ZBN19981026_0045,3,HITInput,"The reinforcing-bar building had 25 stores , and plastic timing explosives destroyed it .",This 25 floor building was built with reinforcing steel bars . It was the highest building that was ever dynamited with the positioned shaped charges .,"the reinforcing-bar building have 25 store , and plastic timing explosives destroy it .",this 25 floor building be build with reinforce steel bar . it be the high building that be ever dynamite with the position shape charge .,0.8275862068965517,12,4-1 2-15 1-9 0-13 13-25,,,,,,,
groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300-9-5,groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300,9,HITInput,"Abu Bakr says , `` The prophet ( God bless Him and grant Him salvation ) drank until my thirst was quenched . ''",Abu Bakr says : The Prophet drank until I was satiated .,"abu bakr say , `` the prophet ( god bless him and grant him salvation ) drank until my thirst be quench . ''",abu bakr say : the prophet drank until i be satiate .,0.6538461538461539,12,2-2 5-4 22-11 0-0 1-1 17-7 20-9 16-6 6-5,,,,,,,
ZBN19981026_0045-3-27,ZBN19981026_0045,3,HITInput,This reinforced steel bar framed building was 25 storied tall . It was one of the tallest buildings destroyed by directional blast of plastic explosive .,"The reinforcing-bar building had 25 stores , and plastic timing explosives destroyed it .",this reinforce steel bar frame building be 25 storied tall . it be one of the tall building destroy by directional blast of plastic explosive .,"the reinforcing-bar building have 25 store , and plastic timing explosives destroy it .",0.75,12,25-13 24-10 15-0 18-11 3-1 7-4 17-2 23-8,,,,,,,
chtb_150-4-39,chtb_150,4,HITInput,Guangxi imported large amount of foreign funds for resolving capital insufficiency and deepening open up .,"In order to solve the problem of inadequate funds , and to widen the level of open policy , Guangxi devoted major efforts to introducing foreign capital .",guangxi import large amount of foreign fund for resolve capital insufficiency and deepen open up .,"in order to solve the problem of inadequate fund , and to widen the level of open policy , guangxi devote major effort to introduce foreign capital .",0.7419354838709677,12,10-7 9-8 4-15 0-19 13-16 8-3 3-14 6-26 2-21 5-25 15-27,,,,,,,
PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr-10-4,PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr,10,HITInput,This is to prevent dangerous figures from entering Japan and to avoid illegal immigrants .,"It is doing so in order to prevent certain unsafe elements from entering Japan . It is also intended to prevent , uh , illegal immigration .",this be to prevent dangerous figure from enter japan and to avoid illegal immigrant .,"it be do so in order to prevent certain unsafe element from enter japan . it be also intend to prevent , uh , illegal immigration .",0.7037037037037037,12,6-11 1-2 2-6 5-10 3-7 4-9 10-19 11-20 8-13 7-12 12-24 13-25 14-26,,,,,,,
chtb_150-4-26,chtb_150,4,HITInput,"In order to solve the problem of insufficient fund , and open wider to the outside world , Guangxi strengthened its introduction and utilization of foreign capitals .",Guangxi imported large amount of foreign funds for resolving capital insufficiency and deepening open up .,"in order to solve the problem of insufficient fund , and open wider to the outside world , guangxi strengthen it introduction and utilization of foreign capital .",guangxi import large amount of foreign fund for resolve capital insufficiency and deepen open up .,0.7419354838709677,12,27-15 11-13 3-8 7-10 18-0 24-4 26-6 19-12 25-5 8-9,,,,,,,
urd-WL-90-174283-7720336-24-5,urd-WL-90-174283-7720336,24,HITInput,This problem remains a struggle for devotees over what the democracy will be named .,There is also the issue of what would be gained from all of these efforts and sacrifices by those acting in the name of the democracy .,this problem remain a struggle for devotee over what the democracy will be name .,there be also the issue of what would be gain from all of these effort and sacrifice by those act in the name of the democracy .,0.8064516129032258,12,9-24 13-22 10-25 14-26 1-4,,,,,,,
urd-WL-86-174276-7483885-5-0,urd-WL-86-174276-7483885,5,HITInput,WADA had filed a suit against their exoneration .,WADA had filed an petition with the International Court of Justice against the freedom of Shoib Akhtar and Mohammad Asif .,wada have file a suit against their exoneration .,wada have file an petition with the international court of justice against the freedom of shoib akhtar and mohammad asif .,0.782608695652174,12,1-1 2-2 8-20 0-0 3-3,,,,,,,
AFC20040116.0007-8-3,AFC20040116.0007,8,HITInput,"Japan last saw such surplus in the year ending in the end of March 1992 , when the surplus situation for six consecutive years came to an end .",The last such surplus occurred in the year before March 1992 . The 6-year-long surplus ended thence .,"japan last saw such surplus in the year end in the end of march 1992 , when the surplus situation for six consecutive year come to an end .",the last such surplus occur in the year before march 1992 . the 6-year-long surplus end thence .,0.6153846153846154,11,5-5 4-3 1-1 7-13 8-15 7-7 3-2 18-14 24-4 14-10 6-6 13-9 28-17,,,,,,,
ZBN20040222.005-3-4,ZBN20040222.005,3,HITInput,The scandal has been widely reported in the Chinese media and has afforded general satisfaction .,"The Chinese domestic media , big and small , vied with one another in reporting or reprinting this scandal to the great gratification of the general public .",the scandal have be widely report in the chinese medium and have afford general satisfaction .,"the chinese domestic medium , big and small , vie with one another in reporting or reprint this scandal to the great gratification of the general public .",0.7419354838709677,12,9-3 5-14 7-0 13-25 14-22 1-18 8-1 15-27,,,,,,,
chtb_098-4-0,chtb_098,4,HITInput,Fujian is among the most rapidly developing areas in coastal China .,Fujian is one of the coastal regions in China that have enjoyed the fastest growth in economic and trade activities with foreign countries .,fujian be among the most rapidly develop area in coastal china .,fujian be one of the coastal region in china that have enjoy the fast growth in economic and trade activity with foreign country .,0.7407407407407407,12,5-13 9-5 1-1 7-6 11-23 10-8 0-0 8-7,,,,,,,
ZBN20040219.001-9-0,ZBN20040219.001,9,HITInput,"Similarly , China is also situated in a very special period of time when it is experiencing a high economic growth and a major transition in the society .",China is now within the same special period that sees fast economic growth and social transformation .,"similarly , china be also situate in a very special period of time when it be experience a high economic growth and a major transition in the society .",china be now within the same special period that see fast economic growth and social transformation .,0.7272727272727273,12,24-15 27-14 2-0 16-9 9-6 19-11 3-1 20-12 8-5 10-7 21-13 28-16,,,,,,,
artb_013-6-41,artb_013,6,HITInput,Syrian-Israeli peace talks have been frozen since January 10 .,It should be pointed out that the peace negotiations between Syria and Israel have been frozen since the tenth of January .,syrian-israeli peace talk have be freeze since january 10 .,it should be point out that the peace negotiation between syria and israel have be freeze since the tenth of january .,0.6956521739130435,12,5-15 8-18 6-16 2-8 1-7 3-13 9-21 4-14 7-20,,,,,,,
ZBN19981102_0111-8-4,ZBN19981102_0111,8,HITInput,"However , Indonesian Commander-in-chief Wiranto rebuffed it as a `` lie '' .","However , General Wiranto , commander-in-chief of Indonesia 's armed forces , said that the number of 17,000 troops is `` a lie . ''","however , indonesian commander-in-chief wiranto rebuff it a a `` lie '' .","however , general wiranto , commander-in-chief of indonesia 's armed force , say that the number of 17,000 troop be `` a lie . ''",0.64,12,8-21 4-3 0-0 2-7 1-1 3-5 10-22 11-24 9-20 12-23,,,,,,,
BBC_URD_20090120.0023-4-2,BBC_URD_20090120.0023,4,HITInput,"Meanwhile , preparations are being made in Washington for an unprecedented gathering on the occasion of the new president 's oath-taking ceremony on Tuesday .",Washington is bracing itself for unprecedented crowds arriving for Tuesday 's inauguration .,"meanwhile , preparation be be make in washington for an unprecedented gathering on the occasion of the new president 's oath-taking ceremony on tuesday .",washington be brace itself for unprecedented crowd arrive for tuesday 's inauguration .,0.7407407407407407,12,24-12 7-0 11-6 8-4 23-9 10-5,,,,,,,
cmn-WL-8-89514-7839535-19-4,cmn-WL-8-89514-7839535,19,HITInput,It has been done and I accept the setback .,"When it is done , it is done . When you fall on your face , resign yourself to the mishap .",it have be do and i accept the setback .,"when it be do , it be do . when you fall on your face , resign yourself to the mishap .",0.7619047619047619,12,2-2 8-20 3-3 9-21 7-19,,,,,,,
BBC_URD_20090103.0008-4-2,BBC_URD_20090103.0008,4,HITInput,"This research has proven wrong the old saying that `` while suffering from fever , it is better to abstain from eating . ''",The research has disproven the `` starve a fever '' adage .,"this research have prove wrong the old saying that `` while suffer from fever , it be well to abstain from eat . ''",the research have disproven the `` starve a fever '' adage .,0.7407407407407407,12,2-2 22-11 23-9 9-5 1-1 7-10 13-8,,,,,,,
ZBN19981102_0111-8-1,ZBN19981102_0111,8,HITInput,"However , Indonesian Commander-in-chief Wiranto rebuffed it as a `` lie '' .","However , the commander-in-chief of Indonesian armed force , General Wiranto , said that the number of seventeen thousand is a `` lie '' .","however , indonesian commander-in-chief wiranto rebuff it a a `` lie '' .","however , the commander-in-chief of indonesian arm force , general wiranto , say that the number of seventeen thousand be a `` lie '' .",0.5652173913043479,12,8-20 0-0 2-5 1-1 3-3 10-22 11-23 4-10 9-21 12-24,,,,,,,
urd-NG-102-174502-11516161-post53-10-5,urd-NG-102-174502-11516161-post53,10,HITInput,"The truth is that we are the first Islamic nuclear state in the world . Why do we enjoy this status , is the bone of contention .","Actually , we are the first Islamic nuclear state . That is the main conflict .","the truth be that we be the first islamic nuclear state in the world . why do we enjoy this status , be the bone of contention .","actually , we be the first islamic nuclear state . that be the main conflict .",0.5833333333333333,12,27-15 4-2 9-7 5-3 22-11 7-5 10-8 23-12 8-6 6-4,,,,,,,
urd-NG-102-174502-11516161-post69-2-4,urd-NG-102-174502-11516161-post69,2,HITInput,"In a similar way , the terrorists should be eliminated regardless of whatever region they belong to ; whether they are Pakistanis , Indians , Americans or Israelis .","All such terrorists should be finished whether they are Pakistanis , Indians , Americans or Israelis .","in a similar way , the terrorist should be eliminate regardless of whatever region they belong to ; whether they be pakistanis , indian , american or israeli .","all such terrorist should be finish whether they be pakistanis , indian , american or israeli .",0.5714285714285714,12,20-8 22-10 5-1 27-15 24-12 7-3 19-7 23-11 25-13 26-14 21-9 18-6 8-4 6-2 28-16,,,,,,,
VOM19981219_0700_1548-5-13,VOM19981219_0700_1548,5,HITInput,"This year 's figure could have been even lower , if it had n't been for the strong economic performance in the first half of the year .",The figure will be much lower without a strong economic growth in the first half-year .,"this year 's figure could have be even low , if it have n't be for the strong economic performance in the first half of the year .",the figure will be much low without a strong economic growth in the first half-year .,0.6896551724137931,12,22-13 27-15 3-1 20-11 23-14 8-5 18-9 21-12 6-3 17-8,,,,,,,
artb_557-2-33,artb_557,2,HITInput,London October 9/XinhuaCouncil of British Muslims denounced today US-led air strikes against Afghanistan .,London 9 October / Chinkhoi / Britain 's Moslems Council declared today its opposition to the air strikes led by the United States against Afghanistan .,london october 9/xinhuacouncil of british muslim denounce today us-led air strike against afghanistan .,london 9 october / chinkhoi / britain 's moslem council declare today it opposition to the air strike lead by the united state against afghanistan .,0.7333333333333334,12,0-0 10-17 4-6 1-2 5-8 7-11 11-23 13-25 12-24 9-16,,,,,,,
artb_013-6-16,artb_013,6,HITInput,Syrian-Israeli peace negotiations have been frozen since January 10 .,It should be pointed out that the peace negotiations between Syria and Israel have been frozen since the tenth of January .,syrian-israeli peace negotiation have be freeze since january 10 .,it should be point out that the peace negotiation between syria and israel have be freeze since the tenth of january .,0.6363636363636364,12,5-15 8-18 6-16 2-8 1-7 3-13 9-21 4-14 7-20,,,,,,,
BBC_URD_20090120.0023-4-2,BBC_URD_20090120.0023,4,HITInput,"Meanwhile , preparations are being made in Washington for an unprecedented gathering on the occasion of the new president 's oath-taking ceremony on Tuesday .",Washington is bracing itself for unprecedented crowds arriving for Tuesday 's inauguration .,"meanwhile , preparation be be make in washington for an unprecedented gathering on the occasion of the new president 's oath-taking ceremony on tuesday .",washington be brace itself for unprecedented crowd arrive for tuesday 's inauguration .,0.7407407407407407,12,24-12 7-0 11-6 8-4 23-9 10-5,,,,,,,
