pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
artb_013-6-16,artb_013,6,HITInput,Syrian-Israeli peace negotiations have been frozen since January 10 .,It should be pointed out that the peace negotiations between Syria and Israel have been frozen since the tenth of January .,syrian-israeli peace negotiation have be freeze since january 10 .,it should be point out that the peace negotiation between syria and israel have be freeze since the tenth of january .,0.6363636363636364,12,5-15 8-18 6-16 2-8 1-7 3-13 9-21 4-14 7-20,,,,,,,
BBC_URD_20090120.0023-4-2,BBC_URD_20090120.0023,4,HITInput,"Meanwhile , preparations are being made in Washington for an unprecedented gathering on the occasion of the new president 's oath-taking ceremony on Tuesday .",Washington is bracing itself for unprecedented crowds arriving for Tuesday 's inauguration .,"meanwhile , preparation be be make in washington for an unprecedented gathering on the occasion of the new president 's oath-taking ceremony on tuesday .",washington be brace itself for unprecedented crowd arrive for tuesday 's inauguration .,0.7407407407407407,12,24-12 7-0 11-6 8-4 23-9 10-5,,,,,,,
BBC_URD_20090116.0025-2-2,BBC_URD_20090116.0025,2,HITInput,"This virus , identified for the first time in October 2008 , is known by names such as Conficker , Down and Up , and Kido .","Conficker , also known as Downadup or Kido , first appeared in October 2008 .","this virus , identify for the first time in october 2008 , be know by name such a conficker , down and up , and kido .","conficker , also know a downadup or kido , first appear in october 2008 .",0.6296296296296297,12,13-3 10-13 19-1 8-11 18-0 26-14 6-9 25-7 9-12,,,,,,,
VOM19981003_0800_2179-15-14,VOM19981003_0800_2179,15,HITInput,I think this issue of whether it will affect the relations is entirely an internal affair of the United States .,`` I think it only concerns the Americans .,i think this issue of whether it will affect the relation be entirely an internal affair of the united state .,`` i think it only concern the american .,0.782608695652174,12,20-8 3-5 1-2 0-1,,,,,,,
urd-NG-102-174502-11516169-post131-5-5,urd-NG-102-174502-11516169-post131,5,HITInput,"As long as the political pressure remains on the administration , such incidents will keep taking place . May God keep Pakistan under His watch .",These situations will keep surfacing until there is political pressure on the administration .,"as long a the political pressure remain on the administration , such incident will keep take place . may god keep pakistan under his watch .",these situation will keep surface until there be political pressure on the administration .,0.7241379310344828,12,25-13 4-8 7-10 5-9 8-11 13-2 9-12 14-3,,,,,,,
urd-NG-102-174502-11516169-post131-5-5,urd-NG-102-174502-11516169-post131,5,HITInput,"As long as the political pressure remains on the administration , such incidents will keep taking place . May God keep Pakistan under His watch .",These situations will keep surfacing until there is political pressure on the administration .,"as long a the political pressure remain on the administration , such incident will keep take place . may god keep pakistan under his watch .",these situation will keep surface until there be political pressure on the administration .,0.7241379310344828,12,25-13 4-8 7-10 5-9 8-11 13-2 9-12 14-3,,,,,,,
urd-NG-102-174502-11516161-post69-2-4,urd-NG-102-174502-11516161-post69,2,HITInput,"In a similar way , the terrorists should be eliminated regardless of whatever region they belong to ; whether they are Pakistanis , Indians , Americans or Israelis .","All such terrorists should be finished whether they are Pakistanis , Indians , Americans or Israelis .","in a similar way , the terrorist should be eliminate regardless of whatever region they belong to ; whether they be pakistanis , indian , american or israeli .","all such terrorist should be finish whether they be pakistanis , indian , american or israeli .",0.5714285714285714,12,20-8 22-10 5-1 27-15 24-12 7-3 19-7 23-11 25-13 26-14 21-9 18-6 8-4 6-2 28-16,,,,,,,
BBC_URD_20090103.0008-4-2,BBC_URD_20090103.0008,4,HITInput,"This research has proven wrong the old saying that `` while suffering from fever , it is better to abstain from eating . ''",The research has disproven the `` starve a fever '' adage .,"this research have prove wrong the old saying that `` while suffer from fever , it be well to abstain from eat . ''",the research have disproven the `` starve a fever '' adage .,0.7407407407407407,12,2-2 22-11 23-9 9-5 1-1 7-10 13-8,,,,,,,
chtb_232-6-41,chtb_232,6,HITInput,They all belong to the Cretaceous Period .,"From the age of the rocks the bones were found in , they should belong to the Cretaceous Period .",they all belong to the cretaceous period .,"from the age of the rock the bone be find in , they should belong to the cretaceous period .",0.6111111111111112,12,0-12 5-17 7-19 6-18 2-14 4-16 3-15,,,,,,,
urd-NG-102-174502-11516161-post53-10-5,urd-NG-102-174502-11516161-post53,10,HITInput,"The truth is that we are the first Islamic nuclear state in the world . Why do we enjoy this status , is the bone of contention .","Actually , we are the first Islamic nuclear state . That is the main conflict .","the truth be that we be the first islamic nuclear state in the world . why do we enjoy this status , be the bone of contention .","actually , we be the first islamic nuclear state . that be the main conflict .",0.5833333333333333,12,27-15 4-2 9-7 5-3 22-11 7-5 10-8 23-12 8-6 6-4,,,,,,,
BBC_URD_20090116.0025-2-2,BBC_URD_20090116.0025,2,HITInput,"This virus , identified for the first time in October 2008 , is known by names such as Conficker , Down and Up , and Kido .","Conficker , also known as Downadup or Kido , first appeared in October 2008 .","this virus , identify for the first time in october 2008 , be know by name such a conficker , down and up , and kido .","conficker , also know a downadup or kido , first appear in october 2008 .",0.6296296296296297,12,13-3 10-13 19-1 8-11 18-0 26-14 6-9 25-7 9-12,,,,,,,
ZBN19981111_0041-9-11,ZBN19981111_0041,9,HITInput,This is a result of the reduced U.S. export to Asia which in turn affects the investment and output in the U.S. manufacturing industry .,Reduced US exports to Asia affected investments and output of manufacturing industries .,this be a result of the reduced u.s. export to asia which in turn affect the investment and output in the u.s. manufacturing industry .,reduce u export to asia affected investment and output of manufacturing industry .,0.5833333333333333,12,9-3 22-10 24-12 7-1 17-7 23-11 16-6 6-0 18-8 14-5 10-4 8-2,,,,,,,
VOM19981208_0900_2227-14-2,VOM19981208_0900_2227,14,HITInput,"Therefore , they can provide contracts , loans and favorable taxes to the businesses with their influences .","Therefore , they are able to take full advantage of their right or power to offer preferential conditions on contracts , loans , and taxes to these enterprises .","therefore , they can provide contract , loan and favorable tax to the business with their influence .","therefore , they be able to take full advantage of their right or power to offer preferential condition on contract , loan , and tax to these enterprise .",0.6875,11,2-2 10-24 0-0 1-1 6-20 7-21 13-27 17-28 5-19 4-17 11-25 9-16,,,,,,,
ZBN19981216_0054-8-26,ZBN19981216_0054,8,HITInput,"From the technical point of view , South and North Korea are in the status of war .",They are still technically at war .,"from the technical point of view , south and north korea be in the status of war .",they be still technically at war .,0.85,11,17-6 2-3 16-5,,,,,,,
ZBN19981210_0108-4-42,ZBN19981210_0108,4,HITInput,He said that economic reform was decisive to economic recovery and development .,He said that this kind of economic reform was of vital importance to revitalizing economy and reaching the goal of maintainable growth level .,he say that economic reform be decisive to economic recovery and development .,he say that this kind of economic reform be of vital importance to revitalize economy and reach the goal of maintainable growth level .,0.64,11,2-2 6-10 0-0 4-7 1-1 3-6 8-14 5-8 11-21 12-23,,,,,,,
ZBN19981111_0041-9-3,ZBN19981111_0041,9,HITInput,This is because both investment and output of the American manufacturing industry have been affected by the decline of US export to Asia .,Reduced US exports to Asia affected investments and output of manufacturing industries .,this be because both investment and output of the american manufacturing industry have be affect by the decline of u export to asia .,reduce u export to asia affected investment and output of manufacturing industry .,0.5217391304347826,11,5-7 11-11 4-6 20-2 19-1 7-9 23-12 22-4 6-8 17-0 14-5 10-10 21-3,,,,,,,
cmn-WL-8-89585-7834330-19-2,cmn-WL-8-89585-7834330,19,HITInput,"Apart from making me dizzy like from radiation , those little circles I see everywhere have no other function at all .",The eye-full of circles makes you nothing else but dizzy .,"apart from make me dizzy like from radiation , those little circle i see everywhere have no other function at all .",the eye-full of circle make you nothing else but dizzy .,0.8571428571428572,11,4-9 11-3 2-4 21-10,,,,,,,
XIN20030101_ARB_0109-6-3,XIN20030101_ARB_0109,6,HITInput,At the same time a special exhibition was organized for projects related to the returning students for development in areas of western China .,A similar exhibition was held at the same time in western China .,at the same time a special exhibition be organize for project relate to the returning student for development in area of western china .,a similar exhibition be hold at the same time in western china .,0.5416666666666667,11,4-0 0-5 22-11 2-7 3-8 7-3 1-6 23-12 8-4 6-2 21-10,,,,,,,
ZBN19981203_0062-12-0,ZBN19981203_0062,12,HITInput,About 35 % surveyed blamed the media for causing prejudice against the British .,About 35 % of the people interviewed blame the media as the chief culprit for making the native Australians prejudiced against the British immigrants .,about 35 % survey blame the medium for cause prejudice against the british .,about 35 % of the people interview blame the medium a the chief culprit for make the native australian prejudice against the british immigrant .,0.5217391304347826,11,2-2 0-0 4-7 1-1 3-6 5-8 11-21 13-24 10-20 9-19 6-9 12-22,,,,,,,
ZBN19981203_0062-12-7,ZBN19981203_0062,12,HITInput,About 35 % surveyed blamed the media for causing prejudice against the British .,About 35 % of the interviewees blamed that the media are the culprit responsible for the prejudice held by the natives against British immigrants .,about 35 % survey blame the medium for cause prejudice against the british .,about 35 % of the interviewee blame that the medium be the culprit responsible for the prejudice hold by the native against british immigrant .,0.5217391304347826,11,2-2 0-0 4-6 1-1 5-8 13-24 6-9 9-16 12-22,,,,,,,
AFA20030111.4300-4-5,AFA20030111.4300,4,HITInput,A team specialized in biological weapons returned to the previously inspected al-Dabsh and al-Edail storehouses yesterday .,A team specializing in biological weapons returned to two storage sites in Baghdad which they had visited yesterday . The two sites are at al-Dabsh and al-Adil .,a team specialize in biological weapon return to the previously inspect al-dabsh and al-edail storehouse yesterday .,a team specialize in biological weapon return to two storage site in baghdad which they have visit yesterday . the two site be at al-dabsh and al-adil .,0.5357142857142857,11,2-2 5-5 4-4 1-1 7-7 3-3 16-27 12-25 11-24 15-17 6-6 0-0 10-16,,,,,,,
XIN20030115_ARB_0045-6-0,XIN20030115_ARB_0045,6,HITInput,FBI agents will accompany him to the American mainland via Guam .,"Agents of the Federal Bureau of Investigations , who will accompany him to the American mainland , will bring him to Guam .",fbi agent will accompany him to the american mainland via guam .,"agent of the federal bureau of investigation , who will accompany him to the american mainland , will bring him to guam .",0.4736842105263158,11,0-4 5-12 4-11 1-0 2-9 6-13 11-22 7-14 3-10 10-21 8-15,,,,,,,
XIN20030115_ARB_0045-6-3,XIN20030115_ARB_0045,6,HITInput,"Agents of the Federal Bureau of Investigations , who will accompany him to the American mainland , will bring him to Guam .",FBI agents will escort him to the US mainland through Guam .,"agent of the federal bureau of investigation , who will accompany him to the american mainland , will bring him to guam .",fbi agent will escort him to the u mainland through guam .,0.6190476190476191,11,4-0 15-8 22-11 10-3 0-1 14-7 11-4 9-2 13-6 12-5 21-10,,,,,,,
cmn-WL-8-89586-7839862-5-5,cmn-WL-8-89586-7839862,5,HITInput,"I do n't know who was on duty for the day , and there was no fire set up in the fireplace for the whole day .","Nobody knew who was on duty . Throughout the day , the stove remained unlit .","i do n't know who be on duty for the day , and there be no fire set up in the fireplace for the whole day .","nobody know who be on duty . throughout the day , the stove remain unlit .",0.6666666666666667,11,4-2 11-10 5-3 9-8 16-12 3-1 10-9 26-15 7-5 6-4,,,,,,,
urd-WL-90-174283-7720336-38-2,urd-WL-90-174283-7720336,38,HITInput,Because I have heard that aitras ( objection ) is pronounced as aitraaz ( objection ) !,Because Etraz has an objection .,because i have hear that aitras ( objection ) be pronounce a aitraaz ( objection ) !,because etraz have an objection .,0.8235294117647058,11,7-4 16-5,,,,,,,
artb_538-3-37,artb_538,3,HITInput,The three foreign ministers met during the summit on The Contribution of New Democracies to Euro-Atlantic Security .,"The Foreign Ministers held a tri-lateral meeting during a `` New Democracies Contribution to European - Atlantic Security '' summit , which was hosted by President Peter Stoyanov .",the three foreign minister meet during the summit on the contribution of new democracy to euro-atlantic security .,"the foreign minister hold a tri-lateral meeting during a `` new democracy contribution to european - atlantic security '' summit , which be host by president peter stoyanov .",0.6666666666666667,11,10-12 5-7 4-3 12-10 15-16 3-2 17-28 7-6 2-1 13-11 16-17 0-0 8-7,,,,,,,
PLA_CMN_20070706.0040-7-2,PLA_CMN_20070706.0040,7,HITInput,"`` As long as we have the courage to do things properly and are fair and reasonable , there are no difficulties we can not solve . ''","`` As long as one is persistent and reasonable , all problems can be resolved . ''","`` as long a we have the courage to do thing properly and be fair and reasonable , there be no difficulty we can not solve . ''","`` as long a one be persistent and reasonable , all problem can be resolve . ''",0.6333333333333333,11,2-2 27-16 0-0 25-14 1-1 3-3 23-12 15-7 26-15 16-8 17-9 21-11,,,,,,,
artb_013-6-12,artb_013,6,HITInput,Syrian-Israeli peace negotiations have been frozen since January 10 .,It may be mentioned here that the Syrian-Israeli peace talks have been lying in the cold storage since 10th January .,syrian-israeli peace negotiation have be freeze since january 10 .,it may be mention here that the syrian-israeli peace talk have be lie in the cold storage since 10th january .,0.6818181818181819,11,1-8 0-7 8-18 7-19 6-17 3-10 2-9 4-11 9-20,,,,,,,
XIN20020421.0106-6-1,XIN20020421.0106,6,HITInput,"According to the estimates of the local media , the voters ' turnout this year may break the lowest record in history .",Local media forecasted a record low in voting rate this year .,"accord to the estimate of the local medium , the voter ' turnout this year may break the low record in history .",local medium forecast a record low in vote rate this year .,0.6666666666666667,11,22-11 14-10 19-4 7-1 3-2 18-5 13-9 6-0,,,,,,,
XIN20020318.0154-7-3,XIN20020318.0154,7,HITInput,"In his speech , Minister Buffet said that the French Government would continue to support sport activities for the disabled as it did in the past .",Minister Buffet said the French government would continue to support sports activities of the disabled .,"in his speech , minister buffet say that the french government would continue to support sport activity for the disabled a it do in the past .",minister buffet say the french government would continue to support sport activity of the disabled .,0.43999999999999995,11,4-0 5-1 9-4 16-11 18-13 15-10 26-15 11-6 14-9 19-14 12-7 13-8 6-2 10-5 8-3,,,,,,,
PTB_URD_20070716.0001-1-2,PTB_URD_20070716.0001,1,HITInput,"Iranian Police Announce Stronger Crackdown on Un-islamic Attire , the Number of Police Will Be Doubled .","The Iranian Police Have Announced That They Will Tighten Their Campaign against People Who Wear Non-islamic Dress , and That the Number of Police Could Be Doubled .","iranian police announce strong crackdown on un-islamic attire , the number of police will be double .","the iranian police have announce that they will tighten their campaign against people who wear non-islamic dress , and that the number of police could be double .",0.6333333333333333,11,5-11 8-17 0-1 2-4 15-26 1-2 11-22 4-10 9-20 10-21 14-25 7-16 16-27 12-23 6-15,,,,,,,
XIN20030223_ARB_0134-5-2,XIN20030223_ARB_0134,5,HITInput,"It should be noted that exchanges between the two sides have increased , mainly in the areas of group visits and academic research .",The increasing number of exchanges focused on group visits and academic research .,"it should be note that exchange between the two side have increase , mainly in the area of group visit and academic research .",the increase number of exchange focus on group visit and academic research .,0.6153846153846154,11,20-9 5-4 22-11 19-8 23-12 11-1 18-7 21-10,,,,,,,
AFA20030210.9100-5-5,AFA20030210.9100,5,HITInput,"Israeli radio mentioned that the Israeli army was pursuing the Palestinian activist , a member of the Popular Front for the Liberation of Palestine .",Israeli Public Radio reported that the Israeli army was pursuing the PFLP activist .,"israeli radio mention that the israeli army be pursue the palestinian activist , a member of the popular front for the liberation of palestine .",israeli public radio report that the israeli army be pursue the pflp activist .,0.6086956521739131,11,2-3 7-8 0-0 4-5 24-13 11-12 3-4 5-6 8-9 17-1 6-7 9-10 1-2,,,,,,,
artb_013-6-35,artb_013,6,HITInput,It may be mentioned here that the Syrian-Israeli peace talks have been lying in the cold storage since 10th January .,Syrian-Israeli peace talks have been frozen since January 10 .,it may be mention here that the syrian-israeli peace talk have be lie in the cold storage since 10th january .,syrian-israeli peace talk have be freeze since january 10 .,0.6190476190476191,11,20-9 9-2 17-6 19-7 7-0 11-4 18-8 10-3 8-1,,,,,,,
ZBN20040306.002-5-3,ZBN20040306.002,5,HITInput,These remarks are seen to prevent Chen Shui-bian from taking extremist actions .,This declaration of attitude is interpreted by the outsiders as a check and prevention of Chen Shui-bian from being possessed by the Devil .,these remark be see to prevent chen shui-bian from take extremist action .,this declaration of attitude be interpret by the outsider a a check and prevention of chen shui-bian from be possess by the devil .,0.8148148148148149,11,5-13 6-15 7-16 3-11 8-17 12-23,,,,,,,
AFA20030207.9120-4-3,AFA20030207.9120,4,HITInput,This work began a short while ago . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",this work begin a short while ago . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",0.8333333333333334,11,1-9 4-5 7-19 3-4 8-12 2-10 6-7,,,,,,,
urd-WL-11-174274-7483801-41-5,urd-WL-11-174274-7483801,41,HITInput,"Without a doubt , my ability to live life to the fullest was poor compared to Maya 's living life happily on a grand scale .",I was n't able to be happy again for a long time after Maya .,"without a doubt , my ability to live life to the full be poor compare to maya 's living life happily on a grand scale .",i be n't able to be happy again for a long time after maya .,0.8387096774193549,11,6-4 16-13 5-3 25-14 20-6,,,,,,,
AFA20030207.9120-4-1,AFA20030207.9120,4,HITInput,This process was put into motion recently . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",this process be put into motion recently . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",0.88,11,8-12 7-19,,,,,,,
XIN20030115_ARB_0045-6-3,XIN20030115_ARB_0045,6,HITInput,"Agents of the Federal Bureau of Investigations , who will accompany him to the American mainland , will bring him to Guam .",FBI agents will escort him to the US mainland through Guam .,"agent of the federal bureau of investigation , who will accompany him to the american mainland , will bring him to guam .",fbi agent will escort him to the u mainland through guam .,0.6190476190476191,11,4-0 15-8 22-11 10-3 0-1 14-7 11-4 9-2 13-6 12-5 21-10,,,,,,,
XIN20020418.0095-8-0,XIN20020418.0095,8,HITInput,This is the third time that Putin has delivered his State of the Union address to the two houses of Duma since he became president .,This is Putin 's third Presidential Address to the two parliaments since his appointment .,this be the third time that putin have deliver his state of the union address to the two house of duma since he become president .,this be putin 's third presidential address to the two parliament since his appointment .,0.5925925925925926,11,22-12 0-0 25-14 1-1 18-10 3-4 15-7 24-5 14-6 6-2 16-8 17-9 21-11,,,,,,,
XIN20020418.0095-5-2,XIN20020418.0095,5,HITInput,Putin expressed his satisfaction with the good implementation of the budget and improvement of the business environment for two years in a row .,Putin was satisfied with well executed budget and improvement of operational environment .,putin express his satisfaction with the good implementation of the budget and improvement of the business environment for two year in a row .,putin be satisfy with well execute budget and improvement of operational environment .,0.6923076923076923,11,4-3 0-0 15-10 11-7 7-5 3-2 16-11 23-12 12-8 13-9 6-4 10-6,,,,,,,
artb_016-5-25,artb_016,5,HITInput,`` IGAD '' is undertaking mediation between the government in Khartoum and the rebels in the South ( The People 's Army for the Liberation of Sudan ) .,IGAD is already mediating between the government and the southern rebels- the Sudanese Peoples army for Liberation .,`` igad '' be undertake mediation between the government in khartoum and the rebel in the south ( the people 's army for the liberation of sudan ) .,igad be already mediate between the government and the southern rebels- the sudanese people army for liberation .,0.6206896551724138,11,10-13 24-17 16-9 22-16 5-3 19-14 7-5 28-18 11-7 1-0 12-8 13-10 6-4 21-15 8-6,,,,,,,
chtb_162-5-23,chtb_162,5,HITInput,The seminar is jointly organized by the Shanghai Research Center of the World Trade Organization and Shanghai Foreign Service Co. Ltd. and will last for two days .,The WTO Shanghai Research Center and Shanghai Trade in Service Ltd will hold this two-day forum .,the seminar be jointly organize by the shanghai research center of the world trade organization and shanghai foreign service co. ltd. and will last for two day .,the wto shanghai research center and shanghai trade in service ltd will hold this two-day forum .,0.7096774193548387,11,27-16 9-4 25-14 7-2 15-5 4-12 20-10 26-14 16-6 13-7 18-9 6-0 8-3,,,,,,,
ZBN19981229_0043-5-14,ZBN19981229_0043,5,HITInput,Kobsak reiterated that Thailand will by no means support any one party of Cambodia in taking advantage of Thailand to carry out subversive activities against the neighboring countries .,Gusa reiterated that Thailand would never support any part of Cambodia to do any activities of subversion .,kobsak reiterate that thailand will by no mean support any one party of cambodia in take advantage of thailand to carry out subversive activity against the neighboring country .,gusa reiterate that thailand would never support any part of cambodia to do any activity of subversion .,0.696969696969697,11,2-2 22-16 9-7 1-1 13-10 3-3 23-14 12-9 8-6 11-8 28-17,,,,,,,
artb_015-3-21,artb_015,3,HITInput,The Egyptian Caricature Institute announced the demonstration on Thursday evening .,"The Egyptian caricature association had announced the news of this demonstration on the evening of the day before yesterday , Thursday .",the egyptian caricature institute announce the demonstration on thursday evening .,"the egyptian caricature association have announce the news of this demonstration on the evening of the day before yesterday , thursday .",0.5263157894736843,11,2-2 6-10 5-6 0-0 4-5 1-1 10-21 8-20 7-11 9-13,,,,,,,
AFA20030207.9120-4-5,AFA20030207.9120,4,HITInput,"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",This process began a short time ago . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",this process begin a short time ago . '',0.782608695652174,11,5-4 4-3 19-7 7-6 12-8 10-2 6-5,,,,,,,
XIN20030115_ARB_0045-6-0,XIN20030115_ARB_0045,6,HITInput,FBI agents will accompany him to the American mainland via Guam .,"Agents of the Federal Bureau of Investigations , who will accompany him to the American mainland , will bring him to Guam .",fbi agent will accompany him to the american mainland via guam .,"agent of the federal bureau of investigation , who will accompany him to the american mainland , will bring him to guam .",0.4736842105263158,11,0-4 5-12 4-11 1-0 2-9 6-13 11-22 7-14 3-10 10-21 8-15,,,,,,,
BBC_URD_20070709.0013-8-4,BBC_URD_20070709.0013,8,HITInput,"MQM 's Deputy Convener Dr Farooq Sattar said , `` In the upcoming elections , the standings of all the political parties would become clear . ''",MQM Deputy Convener Dr. Farooq Sattar said the coming election will be a decisive one .,"mqm 's deputy convener dr farooq sattar say , `` in the upcoming election , the standing of all the political party would become clear . ''",mqm deputy convener dr. farooq sattar say the come election will be a decisive one .,0.7096774193548387,11,5-4 2-1 0-0 25-15 7-6 3-2 11-7 4-3 12-8 13-9 6-5,,,,,,,
AFA20030207.9120-4-1,AFA20030207.9120,4,HITInput,This process was put into motion recently . '',"`` It has been a short time since these efforts started , '' Fleischer said in a press conference .",this process be put into motion recently . '',"`` it have be a short time since these effort start , '' fleischer say in a press conference .",0.88,11,8-12 7-19,,,,,,,
urd-WL-11-174273-7483769-8-1,urd-WL-11-174273-7483769,8,HITInput,I have never liked Mullahism and have always considered Lal Masjid 's unlawful activities as fascist acts .,"I never liked mob rule , and at the same time have always considered the activities dedicated to taking over the rule of Lal Masjid as fascist activities .",i have never like mullahism and have always consider lal masjid 's unlawful activity a fascist act .,"i never like mob rule , and at the same time have always consider the activity dedicate to take over the rule of lal masjid a fascist activity .",0.5517241379310345,11,6-11 2-1 10-24 3-2 17-28 7-12 13-15 15-26 9-23 8-13 16-27 14-25,,,,,,,
chtb_023-7-24,chtb_023,7,HITInput,Eleven village and township enterprises in this province has been listed into the `` The village and township enterprises with best economic effect and profit '' in China .,Eleven of Fujian 's TVEs have been granted the national `` Most Economically Beneficial TVE '' award .,eleven village and township enterprise in this province have be list into the `` the village and township enterprise with best economic effect and profit '' in china .,eleven of fujian 's tves have be grant the national `` most economically beneficial tve '' award .,0.7878787878787878,11,0-0 9-6 25-15 13-10 8-5 21-12 28-17,,,,,,,
VOM19981009_1000_1767-4-44,VOM19981009_1000_1767,4,HITInput,Sharon firmly insists on establishing Jewish settlements on the west bank of Jordan River and is against making any compromise on the issue of army withdrawal .,Sharon firmly advocates building up Jewish residential areas on the west bank of Jordan River .,sharon firmly insist on establish jewish settlement on the west bank of jordan river and be against make any compromise on the issue of army withdrawal .,sharon firmly advocate build up jewish residential area on the west bank of jordan river .,0.6071428571428572,11,5-5 7-8 0-0 11-12 1-1 13-14 12-13 4-3 22-7 26-15 10-11 8-9 9-10,,,,,,,
VOM19981009_1000_1767-4-36,VOM19981009_1000_1767,4,HITInput,"Sharon firmly advocates the building of Jewish settlements on the West Bank of the Jordan River , and opposes making any concessions on the issue of military withdrawal .",Shimon was determined to build more Jewish settlements and fight against any compromise on withdrawing the army .,"sharon firmly advocate the building of jewish settlement on the west bank of the jordan river , and oppose make any concession on the issue of military withdrawal .",shimon be determine to build more jewish settlement and fight against any compromise on withdraw the army .,0.7941176470588236,11,27-14 22-13 4-4 7-7 20-11 26-16 6-6 21-12 28-17,,,,,,,
VOM19981009_1000_1767-4-21,VOM19981009_1000_1767,4,HITInput,Sharon strongly advocates the construction of Jewish settlement in the West Bank of Jordan River . He is also against a compromise on the issue of troop withdrawal .,Shimon was determined to build more Jewish settlements and fight against any compromise on withdrawing the army .,sharon strongly advocate the construction of jewish settlement in the west bank of jordan river . he be also against a compromise on the issue of troop withdrawal .,shimon be determine to build more jewish settlement and fight against any compromise on withdraw the army .,0.7647058823529411,11,22-13 27-14 4-4 7-7 19-10 26-16 6-6 21-12 28-17,,,,,,,
ZBN19981213_0043-7-38,ZBN19981213_0043,7,HITInput,Pfizer is considering whether or not it should launch any advertisement directly mentioning Viagra .,"Pfizer Company is thinking over whether any other advertisements in which the product 's name , Viagra , is mentioned directly , will be needed .",pfizer be consider whether or not it should launch any advertisement directly mention viagra .,"pfizer company be think over whether any other advertisement in which the product 's name , viagra , be mention directly , will be need .",0.6785714285714286,11,2-3 0-0 9-6 3-5 1-2 11-20 12-19 10-8 13-16 14-25,,,,,,,
ZBN19981130_0038-6-32,ZBN19981130_0038,6,HITInput,Rumors have it that the Secretary General of the Liberal Party will replace Miyazawa .,"It 's known to the external world that after Kiichi Migazawa resigned , General Secretary of the Social Democratic Party Masajuro Shiokawa would replace him .",rumor have it that the secretary general of the liberal party will replace miyazawa .,"it 's know to the external world that after kiichi migazawa resign , general secretary of the social democratic party masajuro shiokawa would replace him .",0.7,11,6-13 5-14 8-16 7-15 10-19 3-7 12-23 14-25,,,,,,,
chtb_150-3-23,chtb_150,3,HITInput,"In recent years , the construction of the southwestern China thoroughfare to sea via Guangxi accelerated .","In the past several years , construction of a passageway through Guangxi to the ocean has experienced speeded up construction in the big southwest region of China .","in recent year , the construction of the southwestern china thoroughfare to sea via guangxi accelerate .","in the past several year , construction of a passageway through guangxi to the ocean have experience speed up construction in the big southwest region of china .",0.6551724137931034,11,12-14 8-23 5-6 0-0 2-4 11-12 3-5 1-2 16-27 9-26 15-17 6-7 14-11,,,,,,,
urd-WL-77-174260-7483866-13-1,urd-WL-77-174260-7483866,13,HITInput,"Whether you agree to it or not , the Pakistani generals have been humiliated the second time in the history , the secession of Dhaka being the first .","Whether you believe it or not , the Pakistani General delivered the insult that time after Dhaka .","whether you agree to it or not , the pakistani general have be humiliate the second time in the history , the secession of dhaka be the first .","whether you believe it or not , the pakistani general deliver the insult that time after dhaka .",0.5714285714285714,11,5-4 4-3 0-0 8-7 1-1 9-8 7-6 10-9 24-16 16-14 6-5 28-17,,,,,,,
AFA20030210.9100-5-5,AFA20030210.9100,5,HITInput,"Israeli radio mentioned that the Israeli army was pursuing the Palestinian activist , a member of the Popular Front for the Liberation of Palestine .",Israeli Public Radio reported that the Israeli army was pursuing the PFLP activist .,"israeli radio mention that the israeli army be pursue the palestinian activist , a member of the popular front for the liberation of palestine .",israeli public radio report that the israeli army be pursue the pflp activist .,0.6086956521739131,11,2-3 7-8 0-0 4-5 24-13 11-12 3-4 5-6 8-9 17-1 6-7 9-10 1-2,,,,,,,
XIN20030101_ARB_0109-6-3,XIN20030101_ARB_0109,6,HITInput,At the same time a special exhibition was organized for projects related to the returning students for development in areas of western China .,A similar exhibition was held at the same time in western China .,at the same time a special exhibition be organize for project relate to the returning student for development in area of western china .,a similar exhibition be hold at the same time in western china .,0.5416666666666667,11,4-0 0-5 22-11 2-7 3-8 7-3 1-6 23-12 8-4 6-2 21-10,,,,,,,
VOM19981208_0900_2227-14-0,VOM19981208_0900_2227,14,HITInput,"Therefore , they can provide contracts , loans and favorable taxes to the businesses with their influences .","Therefore , they can take advantage of the power associated with their positions to provide these enterprises with preferential treatment in respect of contracts , loans and taxes .","therefore , they can provide contract , loan and favorable tax to the business with their influence .","therefore , they can take advantage of the power associate with their position to provide these enterprise with preferential treatment in respect of contract , loan and tax .",0.5172413793103448,11,2-2 0-0 8-26 11-13 13-16 1-1 3-3 6-24 17-28 7-25 15-11 10-27 9-18 4-14 5-23 14-10,,,,,,,
